Genus,ocean,pam_rel_abd
Ellobiopsis,15,9.498485656431795e-07
Colidextribacter,15,9.498485656431795e-07
Chlamydodon,15,9.498485656431795e-07
SH-PL14,15,9.498485656431795e-07
AKYG587,14,8.865253279336342e-07
Metallibacterium,14,8.865253279336342e-07
Metacrinus,14,8.865253279336342e-07
Paratrichodorus,14,8.865253279336342e-07
Globodera,14,8.865253279336342e-07
Phallocaecilius,14,8.865253279336342e-07
Phallusia,14,8.865253279336342e-07
Cavernicola,14,8.865253279336342e-07
Lepidophthirus,14,8.865253279336342e-07
Yoonia,14,8.865253279336342e-07
Lentibacillus,14,8.865253279336342e-07
Hydrogenobaculum,14,8.865253279336342e-07
Strigeidida,14,8.865253279336342e-07
Johnsonella,14,8.865253279336342e-07
Liposcelis,14,8.865253279336342e-07
Tundrisphaera,14,8.865253279336342e-07
Anemone,14,8.865253279336342e-07
Phyllopoda,14,8.865253279336342e-07
Physcia,14,8.865253279336342e-07
Pseudogymnoascus,14,8.865253279336342e-07
Arachidicoccus,14,8.865253279336342e-07
Pseudoruegeria,14,8.865253279336342e-07
Exallonyx,14,8.865253279336342e-07
Ustilago,14,8.865253279336342e-07
Aurantimicrobium,14,8.865253279336342e-07
P13-46,14,8.865253279336342e-07
Sclerotinia,14,8.865253279336342e-07
Lepicerus,14,8.865253279336342e-07
Herminiimonas,14,8.865253279336342e-07
Hepatocystis,14,8.865253279336342e-07
Leptomonas,14,8.865253279336342e-07
Qipengyuania,14,8.865253279336342e-07
Nitratireductor,14,8.865253279336342e-07
Fischerella,14,8.865253279336342e-07
Candidatus Moranella,14,8.865253279336342e-07
Metopion,14,8.865253279336342e-07
Morus,14,8.865253279336342e-07
Thermoflexus,14,8.865253279336342e-07
Exophiala,14,8.865253279336342e-07
Microsporum,14,8.865253279336342e-07
Ambispora,14,8.865253279336342e-07
Amathia,14,8.865253279336342e-07
Epilachna,14,8.865253279336342e-07
Rhynchospio,14,8.865253279336342e-07
Thermodiscus,14,8.865253279336342e-07
Neopunana,14,8.865253279336342e-07
Neopyropia,14,8.865253279336342e-07
Planomonas,14,8.865253279336342e-07
Erythroxylum,14,8.865253279336342e-07
Hemistasia,14,8.865253279336342e-07
Cenothyla,14,8.865253279336342e-07
Corethrella,14,8.865253279336342e-07
Carcharodorhynchus,14,8.865253279336342e-07
Progoniada,14,8.865253279336342e-07
Thermodesulfomicrobium,14,8.865253279336342e-07
Dynamene,14,8.865253279336342e-07
Salvia,14,8.865253279336342e-07
Dynamenopsis,14,8.865253279336342e-07
Aplysia,14,8.865253279336342e-07
Apolpium,14,8.865253279336342e-07
Disonycha,14,8.865253279336342e-07
Candacia,14,8.865253279336342e-07
Leiogalathea,14,8.865253279336342e-07
Kappaphycus,14,8.865253279336342e-07
Cyanophora,14,8.865253279336342e-07
Haliplus,14,8.865253279336342e-07
Propanagrolaimus,14,8.865253279336342e-07
Aeolosoma,14,8.865253279336342e-07
Rhodella,14,8.865253279336342e-07
Surirella,14,8.865253279336342e-07
Hafnia-Obesumbacterium,14,8.865253279336342e-07
Anaerosporomusa,14,8.865253279336342e-07
Anaplectus,14,8.865253279336342e-07
Thorea,14,8.865253279336342e-07
Schizoplasmodiopsis,14,8.865253279336342e-07
Atopococcus,14,8.865253279336342e-07
Tosadendroides,14,8.865253279336342e-07
Ezakiella,13,8.232020902240889e-07
Cyberlindnera,13,8.232020902240889e-07
Xylonaeus,13,8.232020902240889e-07
Latreutes,13,8.232020902240889e-07
Merhippolyte,13,8.232020902240889e-07
Melinda,13,8.232020902240889e-07
Oscillospira,13,8.232020902240889e-07
Oscillibacter,13,8.232020902240889e-07
Algisphaera,13,8.232020902240889e-07
Halobaculum,13,8.232020902240889e-07
Pilibacter,13,8.232020902240889e-07
Gnosonesima,13,8.232020902240889e-07
Pelobacter,13,8.232020902240889e-07
Lentimicrobium,13,8.232020902240889e-07
Limibaculum,13,8.232020902240889e-07
Phacotus,13,8.232020902240889e-07
Phanerobia,13,8.232020902240889e-07
Kinnara,13,8.232020902240889e-07
Rummeliibacillus,13,8.232020902240889e-07
Salinimicrobium,13,8.232020902240889e-07
Ginkgo,13,8.232020902240889e-07
Malacoplasma,13,8.232020902240889e-07
LD29,13,8.232020902240889e-07
LD1-PA32,13,8.232020902240889e-07
Thermococcus,13,8.232020902240889e-07
Labidomera,13,8.232020902240889e-07
Haliotrema,13,8.232020902240889e-07
FFCH9454,13,8.232020902240889e-07
Asaia,13,8.232020902240889e-07
Magdalis,13,8.232020902240889e-07
Heyndrickxia,13,8.232020902240889e-07
Systellaspis,13,8.232020902240889e-07
Denitrobacterium,13,8.232020902240889e-07
Homalogastra,13,8.232020902240889e-07
Zschokkella,13,8.232020902240889e-07
Salinivibrio,13,8.232020902240889e-07
Psychroserpens,13,8.232020902240889e-07
Eriaxis,13,8.232020902240889e-07
Alloionema,13,8.232020902240889e-07
Shimazuella,13,8.232020902240889e-07
Thiopseudomonas,13,8.232020902240889e-07
Thermotoga,13,8.232020902240889e-07
Ditylenchus,13,8.232020902240889e-07
Cycloclypeus,13,8.232020902240889e-07
Boehmeria,13,8.232020902240889e-07
Veloxidium,13,8.232020902240889e-07
Phymanthus,13,8.232020902240889e-07
JG30-KF-CM45,13,8.232020902240889e-07
Lineage,13,8.232020902240889e-07
Mitrastemon,13,8.232020902240889e-07
Karyorelictea,13,8.232020902240889e-07
Karoophasma,13,8.232020902240889e-07
Catenibacterium,13,8.232020902240889e-07
Oxalophagus,13,8.232020902240889e-07
Crioscolia,13,8.232020902240889e-07
Aleochara,13,8.232020902240889e-07
Candidatus Obscuribacter,13,8.232020902240889e-07
Basiliola,13,8.232020902240889e-07
Acrophormium,13,8.232020902240889e-07
Alicycliphilus,13,8.232020902240889e-07
Pelolinea,13,8.232020902240889e-07
Parvibacter,13,8.232020902240889e-07
Sporocytophaga,13,8.232020902240889e-07
Halogranum,13,8.232020902240889e-07
Carpediemonas,13,8.232020902240889e-07
Saltiseius,13,8.232020902240889e-07
Trebouxiophyceae,13,8.232020902240889e-07
Ornatilinea,13,8.232020902240889e-07
CH1-S1-35,13,8.232020902240889e-07
Rhodoblastus,13,8.232020902240889e-07
Phyllosiphon,13,8.232020902240889e-07
Streptochilus,12,7.598788525145436e-07
Croceibacter,12,7.598788525145436e-07
Pasteurella,12,7.598788525145436e-07
Nygolaimus,12,7.598788525145436e-07
Parasutterella,12,7.598788525145436e-07
Stereobalanus,12,7.598788525145436e-07
Paramesopodopsis,12,7.598788525145436e-07
BCf9-17,12,7.598788525145436e-07
Heligmosomoides,12,7.598788525145436e-07
Licnophora,12,7.598788525145436e-07
Zooshikella,12,7.598788525145436e-07
Prosimulium,12,7.598788525145436e-07
Obscuribacteraceae,12,7.598788525145436e-07
Halichaetonotus,12,7.598788525145436e-07
Hylaeogena,12,7.598788525145436e-07
Tuberibacillus,12,7.598788525145436e-07
Isophysis,12,7.598788525145436e-07
Degeeriella,12,7.598788525145436e-07
Pigmentiphaga,12,7.598788525145436e-07
Rikenella,12,7.598788525145436e-07
Roseimicrobium,12,7.598788525145436e-07
Tylopharynx,12,7.598788525145436e-07
Mizelleus,12,7.598788525145436e-07
BOLA322,12,7.598788525145436e-07
Monstrilla,12,7.598788525145436e-07
Ballistosporomyces,12,7.598788525145436e-07
Hyperamoeba,12,7.598788525145436e-07
Scoloposcelis,12,7.598788525145436e-07
Bracteacoccus,12,7.598788525145436e-07
Vibrionimonas,12,7.598788525145436e-07
Grimontia,12,7.598788525145436e-07
Triadenum,12,7.598788525145436e-07
Anaerosporobacter,12,7.598788525145436e-07
Litchfieldia,12,7.598788525145436e-07
Odontembia,12,7.598788525145436e-07
Allosalinactinospora,12,7.598788525145436e-07
Campydora,12,7.598788525145436e-07
Piroplasmorida,12,7.598788525145436e-07
Anoplostoma,12,7.598788525145436e-07
Troglocambarus,12,7.598788525145436e-07
Pirum,12,7.598788525145436e-07
Frankia,12,7.598788525145436e-07
Placorhynchus,12,7.598788525145436e-07
Polychytrium,12,7.598788525145436e-07
Polypedates,12,7.598788525145436e-07
Microbispora,12,7.598788525145436e-07
Ethanoligenens,12,7.598788525145436e-07
Neochlorosarcina,12,7.598788525145436e-07
Aphanomyces,12,7.598788525145436e-07
DBS1,12,7.598788525145436e-07
Prasiola,12,7.598788525145436e-07
Pyrenochaeta,12,7.598788525145436e-07
Symplegma,12,7.598788525145436e-07
Hormotila,12,7.598788525145436e-07
Diosaccus,12,7.598788525145436e-07
Brentus,12,7.598788525145436e-07
Plokiophiloides,12,7.598788525145436e-07
Tetrasphaera,12,7.598788525145436e-07
Aeropyrum,12,7.598788525145436e-07
Goussia,12,7.598788525145436e-07
Teratocephalus,12,7.598788525145436e-07
Saprolegnia,12,7.598788525145436e-07
Malus,12,7.598788525145436e-07
Xanthobacter,12,7.598788525145436e-07
Coptotrophis,12,7.598788525145436e-07
Withania,12,7.598788525145436e-07
Wolinella,12,7.598788525145436e-07
Lachancea,12,7.598788525145436e-07
Xenotrichula,12,7.598788525145436e-07
LG01-09,12,7.598788525145436e-07
Pararhizobium,12,7.598788525145436e-07
Corallomonas,12,7.598788525145436e-07
Stackhousia,12,7.598788525145436e-07
Austriella,12,7.598788525145436e-07
Notostomus,12,7.598788525145436e-07
SZB50,11,6.965556148049983e-07
Stygiolobus,11,6.965556148049983e-07
Barnettozyma,11,6.965556148049983e-07
Baseodiscus,11,6.965556148049983e-07
Coolia,11,6.965556148049983e-07
Paraburkholderia,11,6.965556148049983e-07
Stanieria,11,6.965556148049983e-07
Staphylothermus,11,6.965556148049983e-07
Salimicrobium,11,6.965556148049983e-07
Parasegetibacter,11,6.965556148049983e-07
Mesoaciditoga,11,6.965556148049983e-07
Acartia,11,6.965556148049983e-07
Aplysina,11,6.965556148049983e-07
Calochortus,11,6.965556148049983e-07
Dynamenella,11,6.965556148049983e-07
Balaenoptera,11,6.965556148049983e-07
Praeconvoluta,11,6.965556148049983e-07
Procyliosoma,11,6.965556148049983e-07
Dahlia,11,6.965556148049983e-07
Fonsecaea,11,6.965556148049983e-07
Castellaniella,11,6.965556148049983e-07
Candidatus Lariskella,11,6.965556148049983e-07
Candidatus Magnetananas,11,6.965556148049983e-07
Macrobrachium,11,6.965556148049983e-07
Incertae,11,6.965556148049983e-07
Hypselosoma,11,6.965556148049983e-07
Speonemadus,11,6.965556148049983e-07
Sphaerisporangium,11,6.965556148049983e-07
Syringolaimus,11,6.965556148049983e-07
Snodgrassella,11,6.965556148049983e-07
Diophrys,11,6.965556148049983e-07
Tetranephris,11,6.965556148049983e-07
Opisthogyne,11,6.965556148049983e-07
Intestinimonas,11,6.965556148049983e-07
Dispira,11,6.965556148049983e-07
Siphonobacter,11,6.965556148049983e-07
Micrometopion,11,6.965556148049983e-07
Discocoris,11,6.965556148049983e-07
Flavitalea,11,6.965556148049983e-07
Macrobiotus,11,6.965556148049983e-07
Reuteroscopus,11,6.965556148049983e-07
Aphanochaete,11,6.965556148049983e-07
Aphelenchus,11,6.965556148049983e-07
Senegalimassilia,11,6.965556148049983e-07
Sialis,11,6.965556148049983e-07
Tectona,11,6.965556148049983e-07
Sundaptinus,11,6.965556148049983e-07
Pterotus,11,6.965556148049983e-07
Euglenida,11,6.965556148049983e-07
Methanocorpusculum,11,6.965556148049983e-07
Methanotorris,11,6.965556148049983e-07
Nicagus,11,6.965556148049983e-07
Moorella,11,6.965556148049983e-07
ML602J-51,11,6.965556148049983e-07
Thiomargarita,11,6.965556148049983e-07
Verminephrobacter,11,6.965556148049983e-07
Vitellibacter,11,6.965556148049983e-07
NW617,11,6.965556148049983e-07
Phyllozyma,11,6.965556148049983e-07
Cephalodiscus,11,6.965556148049983e-07
Gymnoderma,11,6.965556148049983e-07
Torenia,11,6.965556148049983e-07
Tremellaceae,11,6.965556148049983e-07
Liquorilactobacillus,11,6.965556148049983e-07
Prorocentrales,11,6.965556148049983e-07
Prostemma,11,6.965556148049983e-07
OPB41,11,6.965556148049983e-07
Arctic95B-14,11,6.965556148049983e-07
Strigomonas,11,6.965556148049983e-07
Menegazzia,11,6.965556148049983e-07
Trypanosyllis,11,6.965556148049983e-07
Caecitellus,11,6.965556148049983e-07
Granulicoccus,11,6.965556148049983e-07
BD72BR169,11,6.965556148049983e-07
Beauveria,11,6.965556148049983e-07
Amphioxiformes,11,6.965556148049983e-07
Domibacillus,11,6.965556148049983e-07
Calamocrinus,11,6.965556148049983e-07
Cupressus,11,6.965556148049983e-07
Jeotgalicoccus,11,6.965556148049983e-07
Agnathodysteria,11,6.965556148049983e-07
Chroococcus,11,6.965556148049983e-07
Pseudanomodon,11,6.965556148049983e-07
Peltigera,11,6.965556148049983e-07
Peneroplis,11,6.965556148049983e-07
Ostreococcus,11,6.965556148049983e-07
Oxyethira,11,6.965556148049983e-07
P9X2b3D02,11,6.965556148049983e-07
Ctenacarus,11,6.965556148049983e-07
Culicoides,11,6.965556148049983e-07
Hepatozoon,11,6.965556148049983e-07
Acidipropionibacterium,11,6.965556148049983e-07
Codosiga,11,6.965556148049983e-07
Phaeomoniella,11,6.965556148049983e-07
Josefpoeltia,11,6.965556148049983e-07
Panagrobelus,11,6.965556148049983e-07
Pandoraea,11,6.965556148049983e-07
Pseudotaxus,11,6.965556148049983e-07
Chlamydiae,11,6.965556148049983e-07
Abraeus,11,6.965556148049983e-07
Stereocaulon,11,6.965556148049983e-07
Dichelostemma,11,6.965556148049983e-07
Myrmecridium,11,6.965556148049983e-07
Xestoblatta,11,6.965556148049983e-07
Zephyra,11,6.965556148049983e-07
A0839,10,6.33232377095453e-07
Globba,10,6.33232377095453e-07
Parastreptomyces,10,6.33232377095453e-07
Paromius,10,6.33232377095453e-07
Parougia,10,6.33232377095453e-07
Parastagonospora,10,6.33232377095453e-07
Sporothrix,10,6.33232377095453e-07
Halorhodospira,10,6.33232377095453e-07
ascomycete,10,6.33232377095453e-07
Didymium,10,6.33232377095453e-07
Stenichnus,10,6.33232377095453e-07
Pseudopyrenochaeta,10,6.33232377095453e-07
Pseudochrobactrum,10,6.33232377095453e-07
Bangia,10,6.33232377095453e-07
Badhamia,10,6.33232377095453e-07
Candidatus Nardonella,10,6.33232377095453e-07
Aplidium,10,6.33232377095453e-07
Hastigerinella,10,6.33232377095453e-07
Metschnikowia,10,6.33232377095453e-07
Spongodiscus,10,6.33232377095453e-07
Sugiyamaella,10,6.33232377095453e-07
Agrococcus,10,6.33232377095453e-07
Methanogenium,10,6.33232377095453e-07
Ochrolechia,10,6.33232377095453e-07
Oceanobacter,10,6.33232377095453e-07
Haliotrematoides,10,6.33232377095453e-07
Euglenaria,10,6.33232377095453e-07
Exochomus,10,6.33232377095453e-07
Mantispa,10,6.33232377095453e-07
Candidatus Lumbricincola,10,6.33232377095453e-07
Pythia,10,6.33232377095453e-07
Armandia,10,6.33232377095453e-07
Dendrocalamus,10,6.33232377095453e-07
Pyropia,10,6.33232377095453e-07
Nitella,10,6.33232377095453e-07
Rahnella,10,6.33232377095453e-07
Oligoflexales,10,6.33232377095453e-07
Hibbertia,10,6.33232377095453e-07
Derodontus,10,6.33232377095453e-07
Nitrosococcus,10,6.33232377095453e-07
Propionivibrio,10,6.33232377095453e-07
Anaplecta,10,6.33232377095453e-07
Patulibacter,10,6.33232377095453e-07
Oscarella,10,6.33232377095453e-07
Cryobacterium,10,6.33232377095453e-07
Moestrupia,10,6.33232377095453e-07
Rhodovibrio,10,6.33232377095453e-07
Neogoniolithon,10,6.33232377095453e-07
Epistylis,10,6.33232377095453e-07
Annulohypoxylon,10,6.33232377095453e-07
Lulworthia,10,6.33232377095453e-07
Boccardia,10,6.33232377095453e-07
Hexamastix,10,6.33232377095453e-07
Jaagichlorella,10,6.33232377095453e-07
Naupactus,10,6.33232377095453e-07
Entrophospora,10,6.33232377095453e-07
Schizosaccharomycetaceae,10,6.33232377095453e-07
Berkelbacteria,10,6.33232377095453e-07
Rodentolepis,10,6.33232377095453e-07
Trissonchulus,10,6.33232377095453e-07
Physoderma,10,6.33232377095453e-07
Grifola,10,6.33232377095453e-07
Cystobasidiopsis,10,6.33232377095453e-07
Rhabdopleura,10,6.33232377095453e-07
Chelifer,10,6.33232377095453e-07
Cytheromorpha,10,6.33232377095453e-07
Plagiorchiida,10,6.33232377095453e-07
MSBL8,10,6.33232377095453e-07
Plumatella,10,6.33232377095453e-07
Oocystis,10,6.33232377095453e-07
Microdajus,10,6.33232377095453e-07
Amborella,10,6.33232377095453e-07
Polystomoides,10,6.33232377095453e-07
Distaplia,10,6.33232377095453e-07
Polyedriopsis,10,6.33232377095453e-07
Thermincola,10,6.33232377095453e-07
Thecostraca,10,6.33232377095453e-07
Brigantiaea,10,6.33232377095453e-07
Parablastomonas,10,6.33232377095453e-07
Lebbeus,10,6.33232377095453e-07
ZOR0006,10,6.33232377095453e-07
PS-B29,10,6.33232377095453e-07
Rotundella,10,6.33232377095453e-07
Nakamurella,10,6.33232377095453e-07
Peridinium,10,6.33232377095453e-07
Leptolinea,10,6.33232377095453e-07
Xylaria,10,6.33232377095453e-07
ST-12K33,10,6.33232377095453e-07
Embiophila,10,6.33232377095453e-07
Sabellides,10,6.33232377095453e-07
Ceanothus,10,6.33232377095453e-07
YC-ZSS-LKJ147,10,6.33232377095453e-07
SJA-15,10,6.33232377095453e-07
Kushneria,10,6.33232377095453e-07
Candidatus Curculioniphilus,10,6.33232377095453e-07
Rubrivivax,10,6.33232377095453e-07
Phaeochrous,10,6.33232377095453e-07
Acorus,10,6.33232377095453e-07
Gallionella,10,6.33232377095453e-07
Cafius,10,6.33232377095453e-07
Euconnus,9,5.699091393859077e-07
Flamella,9,5.699091393859077e-07
Mactra,9,5.699091393859077e-07
Citrullus,9,5.699091393859077e-07
Catajapyx,9,5.699091393859077e-07
Chromobacterium,9,5.699091393859077e-07
Alteracholeplasma,9,5.699091393859077e-07
Allium,9,5.699091393859077e-07
Euhalothece,9,5.699091393859077e-07
Sphaeromopsis,9,5.699091393859077e-07
Colobanthus,9,5.699091393859077e-07
Lachnotalea,9,5.699091393859077e-07
Aaaba,9,5.699091393859077e-07
Coptotermes,9,5.699091393859077e-07
Eurytemora,9,5.699091393859077e-07
Methylophaga,9,5.699091393859077e-07
Tatumella,9,5.699091393859077e-07
Maritimibacter,9,5.699091393859077e-07
Halorussus,9,5.699091393859077e-07
Systolederus,9,5.699091393859077e-07
Ochrosphaera,9,5.699091393859077e-07
Sourniaea,9,5.699091393859077e-07
Fictor,9,5.699091393859077e-07
Spanglerogyrus,9,5.699091393859077e-07
Pseudodactylogyrus,9,5.699091393859077e-07
Desulfitibacter,9,5.699091393859077e-07
Mermis,9,5.699091393859077e-07
Halarsenatibacter,9,5.699091393859077e-07
Obama,9,5.699091393859077e-07
Nysius,9,5.699091393859077e-07
Nonomuraea,9,5.699091393859077e-07
Capilloventer,9,5.699091393859077e-07
Brachyptera,9,5.699091393859077e-07
Stenocypris,9,5.699091393859077e-07
Hyperaspis,9,5.699091393859077e-07
Suttonella,9,5.699091393859077e-07
Desertibacter,9,5.699091393859077e-07
Frederiksenia,9,5.699091393859077e-07
Shipsa,9,5.699091393859077e-07
Thermodesulfobacterium,9,5.699091393859077e-07
Polistes,9,5.699091393859077e-07
Fritillaria,9,5.699091393859077e-07
Modestobacter,9,5.699091393859077e-07
Nematonereis,9,5.699091393859077e-07
Riemerella,9,5.699091393859077e-07
Enoplus,9,5.699091393859077e-07
Trichouropoda,9,5.699091393859077e-07
FukuN18,9,5.699091393859077e-07
Atherosperma,9,5.699091393859077e-07
Buttiauxella,9,5.699091393859077e-07
Thrips,9,5.699091393859077e-07
Actinocyclus,9,5.699091393859077e-07
Butyricimonas,9,5.699091393859077e-07
Luticola,9,5.699091393859077e-07
Chlorodendrales,9,5.699091393859077e-07
Tumebacillus,9,5.699091393859077e-07
Thermopolyspora,9,5.699091393859077e-07
Thiobacillus,9,5.699091393859077e-07
Cytobacillus,9,5.699091393859077e-07
Pleosporales,9,5.699091393859077e-07
Thiohalophilus,9,5.699091393859077e-07
Bathyarchaeia,9,5.699091393859077e-07
Simplaria,9,5.699091393859077e-07
Thalassocaris,9,5.699091393859077e-07
Amb-18S-1124,9,5.699091393859077e-07
Cypionkella,9,5.699091393859077e-07
Ureibacillus,9,5.699091393859077e-07
Monomorphina,9,5.699091393859077e-07
Roseivivax,9,5.699091393859077e-07
Doto,9,5.699091393859077e-07
Caenorhabditis,9,5.699091393859077e-07
Phthiridium,9,5.699091393859077e-07
Catenovulum,9,5.699091393859077e-07
Phyllobacterium,9,5.699091393859077e-07
Calditrichaceae,9,5.699091393859077e-07
Wickerhamiella,9,5.699091393859077e-07
Campylocentrum,9,5.699091393859077e-07
Heterobostrychus,9,5.699091393859077e-07
Ancylobacter,9,5.699091393859077e-07
Naiacus,9,5.699091393859077e-07
Lichtheimia,9,5.699091393859077e-07
Karamea,9,5.699091393859077e-07
Gastroptychus,9,5.699091393859077e-07
Achipteria,9,5.699091393859077e-07
Otariodibacter,9,5.699091393859077e-07
Ankistrodesmus,9,5.699091393859077e-07
Salpingoeca,9,5.699091393859077e-07
Watasenia,9,5.699091393859077e-07
Sanguibacter,9,5.699091393859077e-07
Amphigerontia,9,5.699091393859077e-07
Coraliomargarita,9,5.699091393859077e-07
Gluvia,9,5.699091393859077e-07
Paracapnia,9,5.699091393859077e-07
Parafilimonas,9,5.699091393859077e-07
Blastomonas,9,5.699091393859077e-07
Myceligenerans,9,5.699091393859077e-07
Echinorhynchus,9,5.699091393859077e-07
Kluyveromyces,9,5.699091393859077e-07
SL56,9,5.699091393859077e-07
Calyptostoma,9,5.699091393859077e-07
Kuraishia,9,5.699091393859077e-07
Emiliania,9,5.699091393859077e-07
Helopicus,9,5.699091393859077e-07
Elatophilus,9,5.699091393859077e-07
283ZH07,9,5.699091393859077e-07
alpha,9,5.699091393859077e-07
Abraliopsis,8,5.065859016763624e-07
Pedinomonas,8,5.065859016763624e-07
Pelagirhabdus,8,5.065859016763624e-07
Wildemania,8,5.065859016763624e-07
S50,8,5.065859016763624e-07
Biostraticola,8,5.065859016763624e-07
SWB02,8,5.065859016763624e-07
Anaerobiospirillum,8,5.065859016763624e-07
Eggerthia,8,5.065859016763624e-07
Helminthomorpha,8,5.065859016763624e-07
Clostridioides,8,5.065859016763624e-07
Centipeda,8,5.065859016763624e-07
BBMC-4,8,5.065859016763624e-07
Peraphelenchus,8,5.065859016763624e-07
Velia,8,5.065859016763624e-07
Verdigellas,8,5.065859016763624e-07
Vanderwaltozyma,8,5.065859016763624e-07
Leptographium,8,5.065859016763624e-07
Dromius,8,5.065859016763624e-07
Rugiloricus,8,5.065859016763624e-07
Nannizzia,8,5.065859016763624e-07
Hesperoperla,8,5.065859016763624e-07
Bituminaria,8,5.065859016763624e-07
Mycoplana,8,5.065859016763624e-07
Catenula,8,5.065859016763624e-07
Caullerya,8,5.065859016763624e-07
Cavostelium,8,5.065859016763624e-07
Phanerotomella,8,5.065859016763624e-07
G55,8,5.065859016763624e-07
Gaevskajatrema,8,5.065859016763624e-07
Cryptotermes,8,5.065859016763624e-07
Caenocholax,8,5.065859016763624e-07
Ulosa,8,5.065859016763624e-07
Ulvophyceae,8,5.065859016763624e-07
Natrialba,8,5.065859016763624e-07
Angulamoeba,8,5.065859016763624e-07
Rosenvingiella,8,5.065859016763624e-07
Acipenser,8,5.065859016763624e-07
Acraspisa,8,5.065859016763624e-07
Gracilariopsis,8,5.065859016763624e-07
Ithone,8,5.065859016763624e-07
Caenarcaniphilales,8,5.065859016763624e-07
Clavigralla,8,5.065859016763624e-07
Trichocomaceae,8,5.065859016763624e-07
Trichoglossum,8,5.065859016763624e-07
Oryctes,8,5.065859016763624e-07
Fructobacillus,8,5.065859016763624e-07
Actinopolymorpha,8,5.065859016763624e-07
Lutzomyia,8,5.065859016763624e-07
Lygistorrhina,8,5.065859016763624e-07
Ignatzschineria,8,5.065859016763624e-07
Tisbe,8,5.065859016763624e-07
Haladaptatus,8,5.065859016763624e-07
Planifilum,8,5.065859016763624e-07
Robbea,8,5.065859016763624e-07
Monascus,8,5.065859016763624e-07
Schwartzia,8,5.065859016763624e-07
Ascoidea,8,5.065859016763624e-07
Fomitiporia,8,5.065859016763624e-07
Podospora,8,5.065859016763624e-07
Polyangium,8,5.065859016763624e-07
Inachoides,8,5.065859016763624e-07
Thermoactinomyces,8,5.065859016763624e-07
Polycopiella,8,5.065859016763624e-07
Olisthodiscus,8,5.065859016763624e-07
DS-100,8,5.065859016763624e-07
Micropterix,8,5.065859016763624e-07
Microtomus,8,5.065859016763624e-07
Epibacterium,8,5.065859016763624e-07
Chloromonas,8,5.065859016763624e-07
Teunomyces,8,5.065859016763624e-07
Halalaimus,8,5.065859016763624e-07
Ascobolus,8,5.065859016763624e-07
Priacma,8,5.065859016763624e-07
Decomioides,8,5.065859016763624e-07
Terrimicrobium,8,5.065859016763624e-07
Ocimum,8,5.065859016763624e-07
Octoknema,8,5.065859016763624e-07
Oedogoniomyces,8,5.065859016763624e-07
Oesophagostomum,8,5.065859016763624e-07
Hydrolithon,8,5.065859016763624e-07
Megamonas,8,5.065859016763624e-07
Archipsocopsis,8,5.065859016763624e-07
Desulfobotulus,8,5.065859016763624e-07
Neottia,8,5.065859016763624e-07
Amoeboaphelidium,8,5.065859016763624e-07
Pseudidiomarina,8,5.065859016763624e-07
Pseudodiaptomus,8,5.065859016763624e-07
Pseudofabriciola,8,5.065859016763624e-07
Pseudofulvimonas,8,5.065859016763624e-07
Stemonitis,8,5.065859016763624e-07
Metaphycus,8,5.065859016763624e-07
Dictyochales,8,5.065859016763624e-07
Nusuttodinium,8,5.065859016763624e-07
Pseudooctadecabacter,8,5.065859016763624e-07
Dictyoglomus,8,5.065859016763624e-07
Brachymonas,8,5.065859016763624e-07
Metastrongylus,8,5.065859016763624e-07
Pseudozyma,8,5.065859016763624e-07
Sphaeromimus,8,5.065859016763624e-07
Microascaceae,8,5.065859016763624e-07
Nephridiophaga,8,5.065859016763624e-07
Halostylodinium,8,5.065859016763624e-07
Allopauropus,8,5.065859016763624e-07
Pusillimonas,8,5.065859016763624e-07
Sophiothrips,8,5.065859016763624e-07
Dinenympha,8,5.065859016763624e-07
Eudactylinodes,8,5.065859016763624e-07
Eudriloides,8,5.065859016763624e-07
RBG-16-58-14,8,5.065859016763624e-07
Bathycestus,8,5.065859016763624e-07
Radiococcus,8,5.065859016763624e-07
Raffaelea,8,5.065859016763624e-07
Sistotrema,8,5.065859016763624e-07
Zelanion,8,5.065859016763624e-07
Candidatus Armantifilum,8,5.065859016763624e-07
Kockovaella,8,5.065859016763624e-07
Laetiporus,8,5.065859016763624e-07
Salda,8,5.065859016763624e-07
Cocconeis,8,5.065859016763624e-07
p15D09,8,5.065859016763624e-07
Parapusillimonas,8,5.065859016763624e-07
Gilliamella,8,5.065859016763624e-07
LWQ8,8,5.065859016763624e-07
Comamonadaceae,8,5.065859016763624e-07
Zosterodasys,8,5.065859016763624e-07
Coenonia,7,4.432626639668171e-07
Zephyrarchaea,7,4.432626639668171e-07
Laceyella,7,4.432626639668171e-07
Labyrinthulochytrium,7,4.432626639668171e-07
Glenodinium,7,4.432626639668171e-07
Myodocopa,7,4.432626639668171e-07
Myrmecia,7,4.432626639668171e-07
Campylodiscus,7,4.432626639668171e-07
Caliothrips,7,4.432626639668171e-07
Peltonychia,7,4.432626639668171e-07
Nibribacter,7,4.432626639668171e-07
Snyderella,7,4.432626639668171e-07
Solenofilomorpha,7,4.432626639668171e-07
Sirococcus,7,4.432626639668171e-07
Sneathia,7,4.432626639668171e-07
Veronica,7,4.432626639668171e-07
Verticia,7,4.432626639668171e-07
Vorticella,7,4.432626639668171e-07
Voyria,7,4.432626639668171e-07
Aurantisolimonas,7,4.432626639668171e-07
