,Species,read count,relative error
16344,Paenibacillus sp. B31(2012b),100000,
16345,Pleomorphomonas sp. MIMtkB18  ,100000,
16346,Gonyaulacales,100000,
16347,Pseudomonas nitroreducens   ,100000,
16348,Auxenochlorella pyrenoidosa,100000,
16349,Streptomonospora sp. BN506  ,100000,
16350,uncultured spirochete  ,100000,
16351,Fasciola hepatica (liver fluke),100000,
16352,Actinomyces ruminicola   ,100000,
16353,Sphingobium quisquiliarum,100000,
16354,Xenococcus sp. PCC 7307 ,100000,
16355,Orpinomyces sp. C1A,100000,
16356,Eucnemidae sp. UPOL RK0121,100000,
16357,Brevibacillus brevis   ,100000,
16358,Amphidiniella sedentaria,100000,
16359,Ascaridia galli,100000,
16360,uncultured Nitrospira sp.  ,100000,
16361,bacterium PK23   ,100000,
16362,Helicopedinella tricostata   ,100000,
16363,Deraeocoris ulmi  ,100000,
16364,Oscarella tuberculata,100000,
16365,Megachile rotundata (alfalfa leafcutting,100000,
16366,Geobacillus sp. IIB  ,100000,
16367,Streptomyces vitaminophilus   ,100000,
16368,uncultured Burkholderiales bacterium  ,100000,
16369,Medusetta parthenopaea   ,100000,
16370,Oenothera laciniata,100000,
16371,Garritya polymorpha,100000,
16372,Spirogyra sp. clade E CC-2012,100000,
16373,Alcaligenes sp. AW10  ,100000,
16374,Dictyopterini sp. UPOL 001282,100000,
16375,Acinetobacter venetianus   ,100000,
16376,Plasmodium inui,100000,
16377,Escherichia coli,100000,
16378,uncultured Treponema sp. ,100000,
16379,Flavobacterium sp. Salman1  ,100000,
16380,insect metagenome,100000,
16381,uncultured Treponema clone HsDiSp314,100000,
16382,Alnus glutinosa,100000,
16383,uncultured Fusobacterium sp.  ,100000,
16384,Oscillatoria corallinae   ,100000,
16385,marine bacterium P_wp0224  ,100000,
16386,Glarea lozoyensis,100000,
16387,uncultured verrucomicrobium,100000,
16388,Nocardioides sp. LNNU 3343 ,100000,
16389,Aneurinibacillus thermoaerophilus   ,100000,
16390,Leuconostoc fallax   ,100000,
16391,Symbiodinium sp.,100000,
16392,Chamaecrista fasciculata,100000,
16393,Panagrellus redivivus,100000,
16394,Dendryphion nanum,100000,
16395,Hutchinsoniella macracantha  ,100000,
16396,Mesorhizobium sp. ORS 3678 ,100000,
16397,archaeon WN16   ,100000,
16398,Notaeolidia depressa,100000,
16399,Moheibacter stercoris,100000,
16400,Augeneriella hummelincki  ,100000,
16401,uncultured Arcobacter,100000,
16402,Pyropelta sp. SWA-2010,100000,
16403,Nemurella pictetii,100000,
16404,Stenotrophomonas terrae   ,100000,
16405,uncultured Alteromonadaceae bacterium  ,100000,
16406,Chloroflexi bacterium T81  ,100000,
16407,Tomthompsonia antarctica,100000,
16408,Paenibacillus sp. MME2_T1  ,100000,
16409,Zoosphaerium sp. brown ,100000,
16410,Bodonidae sp. Auckland,100000,
16411,Chryseobacterium sp. R-36517  ,100000,
16412,Antonactinomyxon sp. KAB-2001 ,100000,
16413,uncultured Bacteroidales bacterium,100000,
16414,Hirschioporus abietinus,100000,
16415,Geobacillus sp. V1W70BlkII  ,100000,
16416,Melita plumulosa,100000,
16417,Haplosporidium louisiana,100000,
16418,Aureisphaera galaxeae   ,100000,
16419,Graphopsocus cruciatus,100000,
16420,Burkholderia sp. UT 2-04 ,100000,
16421,uncultured Curvibacter sp.  ,100000,
16422,Tectarius spinulosus,100000,
16423,Roseobacter sp. GAI101  ,100000,
16424,Anaphothrips incertus,100000,
16425,Duplacrorhynchus heyleni  ,100000,
16426,Bravocotyle sp. n. SU-2015,100000,
16427,Phacus brachykentron,100000,
16428,Methylobacterium sp. RS  ,100000,
16429,Treponema berlinense  ,100000,
16430,Hibbertia volubilis,100000,
16431,Antarctic bacterium R-8890  ,100000,
16432,uncultured KB1 group bacterium,100000,
16433,uncultured Enterobacteriaceae bacterium  ,100000,
16434,Candidatus Nasuia deltocephalinicola ,100000,
16435,Flavobacteriaceae bacterium,100000,
16436,Pseudorhizidium endosporangiatum  ,100000,
16437,Silene conica,100000,
16438,Bdellocephala annandalei   ,100000,
16439,uncultured SAR11,100000,
16440,Balaenoptera acutorostrata,100000,
16441,Hastigerinella digitata,100000,
16442,Progoniada regularis  ,100000,
16443,Deinococcus alpinitundrae   ,100000,
16444,uncultured marine diplonemid,100000,
16445,Spirosoma spitsbergense,100000,
16446,Haloarcula japonica,100000,
16447,Panicum hallii,100000,
16448,Sainouron acronematica,100000,
16449,Spirogyra liana,100000,
16450,uncultured bacterium HF0070_05I22,100000,
16451,Celastraceae environmental sample,100000,
16452,uncultured Acidobacteriales bacterium  ,100000,
16453,Apomachaerota reticulata,100000,
16454,Olsenella sp. SIT9  ,100000,
16455,Hydrochus angustatus,100000,
16456,Maricola,100000,
16457,Grania americana  ,100000,
16458,Halobacteriaceae archaeon wu-1  ,100000,
16459,Streptomyces sp. WZ1-7219  ,100000,
16460,Acidilobus saccharovorans,100000,
16461,Staphylococcus sp. K01-16  ,100000,
16462,uncultured Oceanibaculum,100000,
16463,Streptomyces griseus   ,100000,
16464,uncultured Stenotrophomonas sp.  ,100000,
16465,Trichinella murrelli  ,100000,
16466,Apolpium parvum  ,100000,
16467,Entorrhiza fineranae,100000,
16468,Theileria sp. giraffe 30,100000,
16469,Atalodoris oblonga,100000,
16470,Chlorophyta sp. QUCCCM73,100000,
16471,Theileria ornithorhynchi,100000,
16472,Haplostoma kimi,100000,
16473,Klebsiella pneumoniae,100000,
16474,Theristus acer,100000,
16475,Sphingobium sp. HLS18  ,100000,
16476,Corynebacterium bovis  ,100000,
16477,bacterium ASP37   ,100000,
16478,Bacillus sp. 69CAL  ,100000,
16479,uncultured eubacterium WCHB1-87  ,100000,
16480,Anoxybacillus sp. FB7  ,100000,
16481,Hypoderatidae gen. sp. AD887,100000,
16482,uncultured Mycoplasmataceae,100000,
16483,Chitinophagaceae bacterium lam-3  ,100000,
16484,Nocardioides sp. V6B23  ,100000,
16485,Clavariadelphus pistillaris,100000,
16486,Exobasidium pachysporum,100000,
16487,Pseudotaxus chienii,100000,
16488,uncultured Aquiflexum sp.,100000,
16489,Chamaecyparis hodginsii,100000,
16490,Micrococcaceae bacterium KVD-unk-27  ,100000,
16491,uncultured Verrucomicrobiales bacterium,100000,
16492,Bryopsis hypnoides,100000,
16493,Streptomyces rimosus   ,100000,
16494,uncultured Nostocoida sp. ,100000,
16495,Rhinebothriidea gen. 3 sp.,100000,
16496,Halonotius pteroides   ,100000,
16497,Streptomyces globisporus   ,100000,
16498,Chroococcidiopsis polansiana,100000,
16499,Verticillium dahliae,100000,
16500,Bacillus sp. 21(2012),100000,
16501,Halopiger aswanensis   ,100000,
16502,Morganella sp. BAB-5304  ,100000,
16503,Zonophryxus quinquedens,100000,
16504,Blastobacter capsulatus   ,100000,
16505,Blastopirellula sp. Bac175  ,100000,
16506,Gambierdiscus sp. caribaeus,100000,
16507,Oryza longistaminata,100000,
16508,Baseodiscus sp. 1 SA-2011,100000,
16509,Phaffomyces antillensis,100000,
16510,Radiocystis sp. JJ30-12,100000,
16511,Desulfovibrio sp. DMSS-1  ,100000,
16512,Bacillus sp. NIO-KH1  ,100000,
16513,Bacteroides uniformis   ,100000,
16514,Vibrio owensii   ,100000,
16515,Tetraphis pellucida,100000,
16516,Flavobacterium sp. JS-1  ,100000,
16517,uncultured Acidovorax sp.  ,100000,
16518,Gyrinus marinus,100000,
16519,microbial mat,100000,
16520,Massilia sp. WF1  ,100000,
16521,Streptomyces sp. I08A-00409  ,100000,
16522,Typha angustifolia,100000,
16523,Pelodera pseudoteres,100000,
16524,Pachyneura fasciata,100000,
16525,Nannochloropsis granulata,100000,
16526,Chlorarachnion reptans   ,100000,
16527,Rotylenchus eximius,100000,
16528,Littorina obtusata,100000,
16529,Rhizobium pusense   ,100000,
16530,uncultured Methanobacterium sp.  ,100000,
16531,Troglocambarus maclanei,100000,
16532,Mircogioton sp. KS-2013,100000,
16533,Rhodopirellula sp. SM23  ,100000,
16534,Streptomyces olivochromogenes   ,100000,
16535,Leptanilla sp. GR01,100000,
16536,bacterium enrichment culture clone auto45_4W,100000,
16537,eukaryotic picoplankton environmental sample,100000,
16538,Psychrobacter sp. 7324  ,100000,
16539,Rhizopus arrhizus,100000,
16540,Gramella antarctica,100000,
16541,uncultured Antarctic bacterium LB3-47 ,100000,
16542,Dugesia cretica,100000,
16543,Strigamia crassipes  ,100000,
16544,Pinna epica  ,100000,
16545,Solemya velum (Atlantic awning,100000,
16546,Pegea confoederata  ,100000,
16547,Savoryella aquatica  ,100000,
16548,Corethrella wirthi,100000,
16549,Orius laevigatus,100000,
16550,Sundaptinus sp. MSL2007-4,100000,
16551,Hirsutella minnesotensis,100000,
16552,Phallocaecilius hirsutus,100000,
16553,Eugregarinorida,100000,
16554,Citrobacter farmeri   ,100000,
16555,bacterium ASP7   ,100000,
16556,uncultured Eubacteriales bacterium,100000,
16557,uncultured termite gut bacterium Cd30,100000,
16558,[Bacillus] solfatarensis,100000,
16559,Nocardiopsis sp. 20037  ,100000,
16560,uncultured Gordonibacter sp.  ,100000,
16561,Sabellides octocirrata  ,100000,
16562,uncultured Thermotoga sp.  ,100000,
16563,Speonemadus angusticollis,100000,
16564,Celleporina hassallii,100000,
16565,uncultured Polaribacter sp.  ,100000,
16566,Gilvibacter sediminis   ,100000,
16567,Ulkenia profunda   ,100000,
16568,Taphromysis bowmani,100000,
16569,SAR116 cluster bacterium REDSEA-S10_B10N8,100000,
16570,Skeletonema grethae,100000,
16571,Oryza meyeriana,100000,
16572,Candidatus Rubidus massiliensis ,100000,
16573,Macrobrachium potiuna,100000,
16574,uncultured Oophila,100000,
16575,Phoronopsis harmeri,100000,
16576,Caulobacter henricii   ,100000,
16577,Gyrosigma limosum,100000,
16578,Cytheromorpha acupunctata,100000,
16579,Pantoea sp. R4M-D  ,100000,
16580,Kockovaella machilophila,100000,
16581,Sulfobacillus sp. L15 ,100000,
16582,Alcaligenes sp.,100000,
16583,Lilium hybrid cultivar,100000,
16584,Psychrobacter maritimus   ,100000,
16585,Scoloposcelis sp. SHJ-2010,100000,
16586,Propionibacterium sp. rennanqilfy60  ,100000,
16587,Halorubrum sp. B12-RDX  ,100000,
16588,Sulfitobacter sp. TK39B  ,100000,
16589,Bacillus sp. X5(2016),100000,
16590,Beta vulgaris,100000,
16591,Josefpoeltia parva,100000,
16592,uncultured Planctomyces sp.  ,100000,
16593,Pseudomonas sp. ASR1  ,100000,
16594,Flavobacterium koreense   ,100000,
16595,Bacillus sp. enrichment culture clone,100000,
16596,Sebdenia flabellata,100000,
16597,Mitrastemon kanehirai,100000,
16598,bacterium NLAE-zl-P302   ,100000,
16599,uncultured Verrucomicrobium,100000,
16600,uncultured Acetobacteraceae bacterium  ,100000,
16601,Ustilago shiraiana,100000,
16602,candidate division,100000,
16603,uncultured metazoan,100000,
16604,Gelidium elegans,100000,
16605,Rhynchospio foliosa  ,100000,
16606,Liposcelis bostrychophila,100000,
16607,Cycloclypeus carpenteri,100000,
16608,Phacotus lenticularis,100000,
16609,Polistes canadensis,100000,
16610,Arachnitis uniflora,100000,
16611,Saccostrea glomerata  ,100000,
16612,Psychroflexus torquis   ,100000,
16613,Bacillus endophyticus   ,100000,
16614,Lysinibacillus sp. B45  ,100000,
16615,bacterium C0070-B0092,100000,
16616,Ischnoptera sp. 1 DJGI-2006,100000,
16617,Dyella japonica,100000,
16618,archaeon RC33   ,100000,
16619,actinobacterium NDZKDS32   ,100000,
16620,uncultured bacterium SHA-300  ,100000,
16621,Zunongwangia mangrovi   ,100000,
16622,Streptomyces sp. 112117  ,100000,
16623,Calyptostoma velutinus  ,100000,
16624,Microsporum canis,100000,
16625,Aegyriana cf. oliva,100000,
16626,uncultured Myxococcales bacterium  ,100000,
16627,Candidatus Protochlamydia sp. cvE14,100000,
16628,Chromohalobacter marismortui   ,100000,
16629,Halobellus salinus   ,100000,
16630,Microsporomyces orientalis,100000,
16631,Kitasatospora kazusensis   ,100000,
16632,Granulobasidium vellereum,100000,
16633,Paralamyctes neverneverensis  ,100000,
16634,archaeon enrichment culture clone C1-1C-A,100000,
16635,Tremella tropica,100000,
16636,uncultured Verrucomicrobiae,100000,
16637,Haererehalobacter sp. SO15  ,100000,
16638,Phacoides pectinatus  ,100000,
16639,Reuteroscopus sp. KLM-2013,100000,
16640,Pontibacillus sp. BH85057-1  ,100000,
16641,Ototretinae sp. UPOL 000M37,100000,
16642,Janthinobacterium sp. blxAG  ,100000,
16643,Pseudomonas sp. LYT-1  ,100000,
16644,Bacillus sp. VIT-SSCJ4  ,100000,
16645,Rhizobium sp. O-MR22  ,100000,
16646,uncultured Glenodinium   ,100000,
16647,Praeconvoluta collinae,100000,
16648,bacterium N5511   ,100000,
16649,Halomonas sp. HN1  ,100000,
16650,Gemmobacter sp. TLA-12  ,100000,
16651,Actinopolyspora sp. TRM 45624 ,100000,
16652,Sericoderus sp. CO954,100000,
16653,Vibrio sp. G22  ,100000,
16654,Pratylenchus fallax,100000,
16655,uncultured Bordetella sp.  ,100000,
16656,Thermoactinomyces vulgaris   ,100000,
16657,Pseudogymnoascus pannorum,100000,
16658,Capilloventer australis,100000,
16659,Exiguobacterium taiwanense  ,100000,
16660,Acholeplasma palmae   ,100000,
16661,uncultured Zymomonas sp.  ,100000,
16662,Chloroidium ellipsoideum,100000,
16663,Streptomyces sp. AL2  ,100000,
16664,Diophrys apoligothrix,100000,
16665,Streptomyces sp. HA01041  ,100000,
16666,Pseudoalteromonas viridis   ,100000,
16667,Kocuria sp. HL94  ,100000,
16668,uncultured Bacteroidales,100000,
16669,Chlamydomonas acidophila,100000,
16670,Rapisma cryptunum,100000,
16671,Melampsora laricis-populina,100000,
16672,uncultured Cellulosilyticum sp.  ,100000,
16673,Haloplanus sp. LZ_23S87  ,100000,
16674,Diplogasteroides halleri,100000,
16675,Streptomyces spectabilis   ,100000,
16676,Dichelostemma multiflorum,100000,
16677,Halovenus salina   ,100000,
16678,uncultured Acidobacteriaceae bacterium,100000,
16679,Cariaco Basin group 1,100000,
16680,Serratia plymuthica   ,100000,
16681,Bacillus sp. V3.13  ,100000,
16682,Cystofilobasidium macerans,100000,
16683,uncultured Spirochaeta sp. ,100000,
16684,Vigtorniella flokati  ,100000,
16685,Streptomyces brollosae   ,100000,
16686,Atherosperma moschatum,100000,
16687,Desertibacter roseus   ,100000,
16688,Kocuria sp. SA22  ,100000,
16689,Myerslopia sp. JRC-2012,100000,
16690,Halomonas aquamarina   ,100000,
16691,Rivularia sp. UAM 305 ,100000,
16692,Fonsecaea multimorphosa,100000,
16693,Scolytus unispinosus,100000,
16694,Blastocystis sp. subtype 14,100000,
16695,Bacillus sp. yk2  ,100000,
16696,Acorus calamus,100000,
16697,Xenotrichula cf. intermedia TK-2012,100000,
16698,Penicillium punicae,100000,
16699,Opisthorchis viverrini  ,100000,
16700,uncultured Aquabacterium sp.  ,100000,
16701,uncultured Saprospiraceae bacterium,100000,
16702,bacterium WH4-9,100000,
16703,Alternaria sp. 4 SD-2012,100000,
16704,Typosyllis cerina  ,100000,
16705,Clambus arnetti,100000,
16706,Gillisia hiemivivida   ,100000,
16707,Caulerpa chemnitzia,100000,
16708,uncultured Sphingomonadales bacterium  ,100000,
16709,Plasmodium sp. type D,100000,
16710,Pyura gangelion  ,100000,
16711,Halobaculum magnesiiphilum   ,100000,
16712,human gut metagenome  ,100000,
16713,Fischerella ambigua,100000,
16714,Vestimentiferan symbiont TW-4  ,100000,
16715,uncultured bacterium adhufec279,100000,
16716,Desulfomicrobium orale,100000,
16717,Dinobryon sertularia,100000,
16718,Talaromyces marneffei,100000,
16719,Drosophila virilis,100000,
16720,Ambrosiozyma kamigamensis  ,100000,
16721,uncultured Chloroflexus,100000,
16722,Pseudomonas sp. d130  ,100000,
16723,Spirogyra sp. TIS1  ,100000,
16724,Leeuwenhoekiella marinoflava,100000,
16725,uncultured Ruminococcaceae bacterium  ,100000,
16726,Pseudobodo tremulans,100000,
16727,Pseudomonas sp. DS9  ,100000,
16728,Caecitellus parvulus,100000,
16729,Stenotrophomonas sp. ICB91  ,100000,
16730,Teleaulax acuta,100000,
16731,Rubrivirga profundi,100000,
16732,Bacillus asahii   ,100000,
16733,uncultured Anaeroplasmatales bacterium  ,100000,
16734,Lishizhenia caseinilytica   ,100000,
16735,Pterygioteuthis gemmata,100000,
16736,Flammeovirgaceae bacterium EF2C-B566  ,100000,
16737,Alcaligenes faecalis   ,100000,
16738,Acinetobacter sp. P4580  ,100000,
16739,Obelophorus landbecki,100000,
16740,Paracoccus sp. BD-1  ,100000,
16741,Bacillus sp. BAB-3440  ,100000,
16742,Coolia monotis,100000,
16743,Proteromonas lacertae   ,100000,
16744,Rhodococcus indicum   ,100000,
16745,uncultured Mesorhizobium sp.  ,100000,
16746,Pristionchus cf. pacificus NK-2010,100000,
16747,Urinympha talea,100000,
16748,Brevibacterium antarcticum   ,100000,
16749,marine bacterium NC257  ,100000,
16750,Azospirillum sp. AP-500  ,100000,
16751,Microbispora corallina   ,100000,
16752,Exobasidium gracile,100000,
16753,Pseudonosema cristatellae,100000,
16754,Myrianida sp. MTA-2006 ,100000,
16755,Huntiella moniliformis,100000,
16756,Thamnogalla crombiei  ,100000,
16757,Mesognatharia remanei,100000,
16758,Roseomonas sp. T104-41  ,100000,
16759,Brevibacterium iodinum   ,100000,
16760,Streptomyces sp. HXLW-R47  ,100000,
16761,bacterium E2-110   ,100000,
16762,Leptotrichia sp. canine oral taxon,100000,
16763,Clostridium sp.   ,100000,
16764,Acinetobacter lwoffii   ,100000,
16765,Vibrio sp. LMG 13240 ,100000,
16766,Rhodocyclaceae bacterium RR80  ,100000,
16767,Cordyceps cicadae,100000,
16768,Rubellisphaeria abscondita,100000,
16769,beta proteobacterium A35-1  ,100000,
16770,Streptomyces pseudovenezuelae   ,100000,
16771,Prototheca stagnorum,100000,
16772,Hydrogenophaga sp. FS13-1  ,100000,
16773,Oryzomyopus sp. AD729 ,100000,
16774,Paenibacillus graminis   ,100000,
16775,Anopheles darlingi,100000,
16776,bacterium JP56   ,100000,
16777,bacterium NLAE-zl-G6   ,100000,
16778,Syphacia muris,100000,
16779,Surirella splendida,100000,
16780,Paracoccus sp. enrichment culture ,100000,
16781,Endeavouria septemlineata,100000,
16782,Allopauropus sp. PA0200002,100000,
16783,wastewater metagenome,100000,
16784,Desmochloris cf. halophila SAG 2397,100000,
16785,Hermetia illucens,100000,
16786,Heterostelium multicystogenum,100000,
16787,Desulfovibrio sp. A-1  ,100000,
16788,Hantzschia spectabilis,100000,
16789,Antarctic bacterium R-9219  ,100000,
16790,Sulfitobacter sp. BIO-11  ,100000,
16791,Atta cephalotes,100000,
16792,Crenobia alpina,100000,
16793,Croomia pauciflora,100000,
16794,Penicillium sp. KCTC16066,100000,
16795,Trebouxiophyceae sp. BCP-EM2VF32,100000,
16796,Neoascotaiwania limnetica,100000,
16797,Challengeron diodon   ,100000,
16798,Chlorobium phaeobacteroides,100000,
16799,Bacillus sp. HC10.2Y2  ,100000,
16800,uncultured Alcanivorax sp.  ,100000,
16801,Colacium vesiculosum,100000,
16802,Vreelandella jeotgali,100000,
16803,Shigella dysenteriae,100000,
16804,Myxobolus osburni  ,100000,
16805,Cetomya bacata  ,100000,
16806,Cavenderia fasciculata,100000,
16807,Sinophysis microcephala,100000,
16808,Margolisianum bulbosum,100000,
16809,Bathylaimus sp. LCL21 ,100000,
16810,uncultured Dolichomastix,100000,
16811,Mycobacterium sp. DWMJ-1749B2  ,100000,
16812,Bembidion musae,100000,
16813,Trichinella sp. T8,100000,
16814,Sphaeroeca leprechaunica,100000,
16815,Candidatus Moranbacteria bacterium GW2011_GWD2_37_9,100000,
16816,Mycoplasma zalophi   ,100000,
16817,Mycobacterium sp. M 131 ,100000,
16818,Microphallus turgidus  ,100000,
16819,uncultured Lentisphaerae,100000,
16820,Trochoideus desjardinsi,100000,
16821,Bosmaella japonica,100000,
16822,Bowmanella sp. Cs_157  ,100000,
16823,uncultured Haloferax sp.  ,100000,
16824,Microscilla marina,100000,
16825,Acholeplasmatales bacterium canine oral taxon,100000,
16826,uncultured Chlamydiales bacterium,100000,
16827,Sphingomonas anadarae   ,100000,
16828,uncultured actinomycete,100000,
16829,Thalassiosira nordenskioeldii,100000,
16830,uncultured rumen protozoa,100000,
16831,Streptomyces sp. KC03  ,100000,
16832,uncultured Acidobacteriaceae,100000,
16833,Prevotella sp. canine oral taxon,100000,
16834,uncultured Crater Lake bacterium CL500-4,100000,
16835,uncultured Aeromonas sp.  ,100000,
16836,Amphisorus kudakajimaensis,100000,
16837,Lentinellus omphalodes,100000,
16838,Micrococcus sp. SeCo125b  ,100000,
16839,uncultured Pedobacter sp.  ,100000,
16840,Porites australiensis,100000,
16841,Donghicola sp. S598  ,100000,
16842,Thraustochytrium sp. HK10  ,100000,
16843,Polaribacter sp. J2-11 ,100000,
16844,Dioscorea alata,100000,
16845,Shewanella livingstonensis   ,100000,
16846,Stenotrophomonas maltophilia,100000,
16847,Candidatus Nomurabacteria bacterium GW2011_GWC2_42_20,100000,
16848,Algibacter sp. CMS186  ,100000,
16849,Pilostyles thurberi,100000,
16850,uncultured labyrinthulid   ,100000,
16851,Cautires sp. UPOL A00085,100000,
16852,Streptomyces albogriseolus   ,100000,
16853,uncultured Syntrophaceae bacterium  ,100000,
16854,Rhodobacteraceae bacterium 270  ,100000,
16855,Chlamydodon mnemosyne,100000,
16856,Euxinia baltica,100000,
16857,Streptomyces sp. S40  ,100000,
16858,bacterium NLAE-zl-P892   ,100000,
16859,Paenibacillus lautus   ,100000,
16860,Timspurckia oligopyrenoides,100000,
16861,Afronersia sp. JMU-2012,100000,
16862,Bacillariophycidae sp. TN-2014,100000,
16863,Pseudoxanthomonas sp. b287  ,100000,
16864,Bipalium trilineatum,100000,
16865,uncultured Spirotrichea,100000,
16866,Micospina aureobohnorum  ,100000,
16867,Fusarium sp. T12,100000,
16868,uncultured archaeon WCHD3-30,100000,
16869,Platanus occidentalis,100000,
16870,Coscinodiscus sp. TN-2014,100000,
16871,Polydora uncinata  ,100000,
16872,Psychrobacter glacincola   ,100000,
16873,Deltaproteobacteria bacterium,100000,
16874,Mariniflexile sp.,100000,
16875,Aquimarina sp.,100000,
16876,Colimenopon urocolius,100000,
16877,Thorea violacea   ,100000,
16878,Achromobacter sp. Root565,100000,
16879,Nematoda environmental sample,100000,
16880,Flavobacteriia bacterium,100000,
16881,uncultured Planctomycetales bacterium ,100000,
16882,Merlinius brevidens,100000,
16883,Mastigamoeba errans,100000,
16884,Babesia kiwiensis,100000,
16885,Nonlabens sp. KMM 6452 ,100000,
16886,Tremella pertusariae,100000,
16887,Stegodyphus mimosarum  ,100000,
16888,Winogradskyella jejuensis   ,100000,
16889,Colletotrichum tofieldiae,100000,
16890,uncultured Methanolobus sp.  ,100000,
16891,Scytonema millei,100000,
16892,uncultured Saccharicrinis,100000,
16893,Neoporphyra haitanensis,100000,
16894,Ectoplana limuli,100000,
16895,Saccharina japonica,100000,
16896,Acanthocasuarina muellerianae,100000,
16897,Cytophaga sp. SSL03  ,100000,
16898,Strobilidium caudatum,100000,
16899,Thecotheus holmskjoldii,100000,
16900,Eudendrium californicum  ,100000,
16901,Arctic sea ice bacterium ARK10052,100000,
16902,Tylopilus porphyrosporus,100000,
16903,Primorskyibacter sp. SS7.19  ,100000,
16904,uncultured Spongiibacter,100000,
16905,Streptacidiphilus sp. FXJ1.271  ,100000,
16906,Chrysochromulina sp. NIES-1333,100000,
16907,Kirchneriella aperta,100000,
16908,Ophryotrocha diadema  ,100000,
16909,uncultured Planococcus sp.  ,100000,
16910,iron-reducing bacterium enrichment culture clone,100000,
16911,Candidatus Sulcia muelleri ,100000,
16912,Proceraea cornuta  ,100000,
16913,gamma proteobacterium L30  ,100000,
16914,Pauliella taeniata,100000,
16915,Streptomyces aegyptia   ,100000,
16916,uncultured Gemmatimonadetes,100000,
16917,Streptomyces tsusimaensis   ,100000,
16918,Ruegeria sp. S1942  ,100000,
16919,uncultured Rhizobiales bacterium  ,100000,
16920,Conidiobolus obscurus  ,100000,
16921,Eimeria anguillae,100000,
16922,unidentified marine bacterioplankton  ,100000,
16923,Epicarchesium abrae,100000,
16924,Cyanidium sp. Sybil cave,100000,
16925,Diplostraca,100000,
16926,Lactobacillus plantarum subsp. plantarum ATCC,100000,
16927,Microbacteriaceae bacterium L6B  ,100000,
16928,uncultured ammonia-oxidizing bacterium  ,100000,
16929,Coriolopsis gallica,100000,
16930,uncultured Balneola,100000,
16931,uncultured compost bacterium,100000,
16932,Euglossa cordata,100000,
16933,Pseudoplatystomum scabridisporum,100000,
16934,Zymoseptoria ardabiliae,100000,
16935,uncultured cercozoan ,100000,
16936,uncultured hydrocarbon,100000,
16937,Placusa tachyporoides,100000,
16938,Francisella noatunensis,100000,
16939,uncultured Latescibacteria,100000,
16940,Mendicula ferruginosa  ,100000,
16941,Rhizomastix libera,100000,
16942,Mucilaginibacter sp. JSC-R3-521-13  ,100000,
16943,Eunotia cf. pectinalis f. minor,100000,
16944,Thecamonas trahens,100000,
16945,Synura mammillosa,100000,
16946,Turborotalita quinqueloba,100000,
16947,gamma proteobacterium endosymbiont of Siboglinum,100000,
16948,Avitellina centripunctata  ,100000,
16949,Ectothiorhodospira sp. Edb1.1  ,100000,
16950,Sphaeroidinella dehiscens,100000,
16951,Arthrobacter sp. 3MY3  ,100000,
16952,Erythrobacter jejuensis   ,100000,
16953,Ephelota plana,100000,
16954,Kocuria palustris   ,100000,
16955,Ammonia beccarii,100000,
16956,bacterium 14W323   ,100000,
16957,Crossota rufobrunnea  ,100000,
16958,Ozolaimus linstowi,100000,
16959,Panax ginseng,100000,
16960,Chlorarachniophyceae sp. P325  ,100000,
16961,Hymenobacter qilianensis,100000,
16962,uncultured Caldilinea,100000,
16963,Ophryotrocha diadema,100000,
16964,Bacillus clausii   ,100000,
16965,Burkholderia sp. 51-VN6-1W  ,100000,
16966,Preussia terricola,100000,
16967,uncultured Desulfofrigus sp.  ,100000,
16968,unidentified proteobacterium,100000,
16969,Musa x paradisiaca,100000,
16970,Amycolatopsis sp. 01-Gi-030  ,100000,
16971,Rhabdomonas incurva,100000,
16972,endosymbiont of Polyplax spinulosa ,100000,
16973,Paramagnetospirillum magneticum,100000,
16974,Enterococcus raffinosus,100000,
16975,Pseudomonas sp. S1(2011b),100000,
16976,Gastroptychus formosus,100000,
16977,Pseudomonas sp. PVG2  ,100000,
16978,Paenibacillus sp. WP-BT2-8  ,100000,
16979,uncultured sludge bacterium A27 ,100000,
16980,Pseudomonas fulva   ,100000,
16981,uncultured Algoriphagus sp.  ,100000,
16982,Arachis duranensis,100000,
16983,Verrucomicrobia bacterium SCGC AAA027-I19 ,100000,
16984,Streptomyces sp. NTHn3  ,100000,
16985,Vibrionaceae bacterium AVA1  ,100000,
16986,Trichinella spiralis  ,100000,
16987,Illex coindetii,100000,
16988,Odontolaimus sp. OdLaSp1 ,100000,
16989,Sterreria boucheti  ,100000,
16990,Roseobacter sp. g86  ,100000,
16991,Thermoflavimicrobium dichotomicum   ,100000,
16992,Vibrio sp. r32  ,100000,
16993,Thalassotalea agariperforans   ,100000,
16994,Sphingobacterium sp. 32  ,100000,
16995,Palaeoptera,100000,
16996,uncultured Rickettsia sp.,100000,
16997,uncultured Gram-positive,100000,
16998,Francisellaceae bacterium AM9  ,100000,
16999,uncultured Bacteroidales bacterium  ,100000,
17000,Citreitalea marina   ,100000,
17001,Microplitis demolitor,100000,
17002,uncultured Lentisphaerae bacterium  ,100000,
17003,Mariaglaja inornata,100000,
17004,Thalassoalaimus pirum,100000,
17005,Lempholemma sp. Mies 14067,100000,
17006,uncultured prokaryote  ,100000,
17007,Halobacteriaceae archaeon TS-2013  ,100000,
