,Order,read count,relative error
4023,Planctomycetales,1000000,0.07346587809560176
4024,Arenicellales,1000000,0.08736172158988353
4025,Methanobacteriales,1000000,0.07597238401861442
4026,Sordariales,1000000,0.02537141218862811
4027,Salinisphaerales,1000000,0.04060652460040788
4028,Unknown Family,1000000,0.05806908179352675
4029,Xanthomonadales,1000000,0.03996812590580854
4030,Zygnematophyceae,1000000,0.055870476646970306
4031,Vibrionales,1000000,0.03365499640145841
4032,Rhabditida,1000000,0.039459480314583184
4033,Xylariales,1000000,0.04623277395696252
4034,SAR86 clade,1000000,0.0828947532574601
4035,Candidatus Collierbacteria bacterium GW2011_GWA2_42_17,1000000,0.0359690332578408
4036,Woeseiales,1000000,0.07210397720373422
4037,Rhodospirillales,1000000,0.03840560752755373
4038,Chromatiales,1000000,0.03918859911907163
4039,E01-9C-26 marine group,1000000,0.05620050446604089
4040,Methanomassiliicoccales,1000000,0.02612122285397006
4041,Diptera,1000000,0.05224803268918907
4042,uncultured eukaryote   ,1000000,0.0472424101022255
4043,Pirellulales,1000000,0.02871945463081431
4044,Verrucariales,1000000,0.040216028566895025
4045,Desulfobulbales,1000000,0.0314766069061009
4046,PB19,1000000,0.03011641546879136
4047,Acidimicrobiales,1000000,0.03395751200609507
4048,SAR11 clade,1000000,0.03663441814799108
4049,Triceratiales,1000000,0.03579217955973869
4050,Rhodothermaceae,1000000,0.0886715103270987
4051,Actinomycetales,1000000,0.0759905021436077
4052,Chitinophagales,1000000,0.07660025010316947
4053,Euamoebida,1000000,0.032794132659012064
4054,Bradymonadales,1000000,0.058451347784022285
4055,Semaeostomeae,1000000,0.047151772339625336
4056,Miliolida,1000000,0.04104033286101963
4057,Cestoda,1000000,0.028477723321077446
4058,Archigregarinorida,1000000,0.03690544422629735
4059,Aeromonadales,1000000,0.06156359202044331
4060,PeM15,1000000,0.11337745424963694
4061,Methylophilales,1000000,0.007755414715210532
4062,Licmophorales,1000000,0.051778982634615806
4063,uncultured crenarchaeote,1000000,0.08350308564503549
4064,uncultured Chytridiomycota  ,1000000,0.04500852301737371
4065,Crustacea,1000000,0.02157439741001996
4066,Discicristata,1000000,0.05057985299294862
4067,Ramicandelaberales,1000000,0.03136233127685303
4068,Bdellovibrionales,1000000,0.07888532965486772
4069,Flabellinia,1000000,0.07310075936761318
4070,Prymnesiales,1000000,0.04221250925113623
4071,Loxodida,1000000,0.06568308555276473
4072,Polychaeta,1000000,0.16188072195978043
4073,Unknown Order,1000000,0.021327777559762902
4074,Pterocystis,1000000,0.05572807537033419
4075,KI89A clade,1000000,0.059059534009762715
4076,Campylobacterales,1000000,0.07216958592917226
4077,Thiotrichales,1000000,0.03947994040009504
4078,Conthreep,1000000,0.0738284243745084
4079,Endogonales,1000000,0.05737833750244021
4080,Sva1033,1000000,0.05138180223245463
4081,Bacteriovoracales,1000000,0.06821197813594641
4082,Prorodontida,1000000,0.025307201429571897
4083,Propionibacteriales,1000000,0.0899202483252718
4084,JGI 0000069-P22,1000000,0.045711331581053845
4085,Cryptomonadales,1000000,0.1119146287887983
4086,OM182 clade,1000000,0.06273161655910113
4087,Thermoplasmatales,1000000,0.09816262041961797
4088,Gammaproteobacteria Incertae Sedis,1000000,0.06953960515479424
4089,Malpighiales,1000000,0.09101161095503187
4090,Eutreptiales,1000000,0.0627266266946096
4091,Nitrosomonadales,1000000,0.0983841347528277
4092,Asparagales,1000000,0.3299996826761828
4093,Vertebrata,1000000,0.15967367911330496
4094,Opitutales,1000000,0.07368538129146723
4095,Entomophthorales,1000000,0.07963380519079287
4096,Chytridiales,1000000,0.12212315970642804
4097,Trypanosomatida,1000000,0.08149640030800859
4098,Euglenales,1000000,0.03683827160976323
4099,Dendrocerotales,1000000,0.07275183003905443
4100,Craspedida,1000000,0.05334825558285075
4101,uncultured,1000000,0.05037053180407524
4102,Myxococcales,1000000,0.13909185240752472
4103,Phycisphaerales,1000000,0.11139831392431582
4104,Spirochaetales,1000000,0.4353914729088491
4105,Sessilida,1000000,0.06184597007835128
4106,Paraliales,1000000,0.06725177678724727
4107,Erysipelotrichales,1000000,0.2340845409051297
4108,Magnoliales,1000000,0.1287335059679571
4109,Enterobacteriales,1000000,0.10950763986890462
4110,Parabodonida,1000000,0.09517083803215544
4111,Bicosoecida,1000000,0.07946818699180305
4112,Desulfuromonadales,1000000,0.05734478829763779
4113,Collodaria,1000000,0.07383507464489528
4114,MB11C04 marine group,1000000,0.33536683785615523
4115,Gaiellales,1000000,0.3940836243464312
4116,OM190,1000000,0.14005659960468572
4117,Methanocellales,1000000,0.05836019553462366
4118,Fagales,1000000,0.041718531647837585
4119,Eurotiales,1000000,0.08247057418451226
4120,Saprospirales,1000000,0.10816703238700047
4121,Monogenea,1000000,0.08302583851020615
4122,B2M28,1000000,0.04866093229120441
4123,Gemmatales,1000000,0.152675344511105
4124,Halobacteriales,1000000,0.09317543833075043
4125,Alismatales,1000000,0.0946061503597253
4126,Leptothecata,1000000,0.10932742142602159
4127,Rhodothermales,1000000,0.1566534137826451
4128,Haptorida,1000000,0.10285809612026604
4129,Microtrichales,1000000,0.08690496383559562
4130,Exogenida,1000000,0.13962576381261102
4131,Opiliones,1000000,0.634358107018038
4132,Chthoniobacterales,1000000,0.37782530404260956
4133,HOC36,1000000,0.08087866347948429
4134,uncultured bacterium  ,1000000,0.3904910952689213
4135,Anaerolineales,1000000,0.3850493720637629
4136,Hyphomicrobiales,1000000,0.1265156293383791
4137,Philasterida,1000000,0.12190615698606497
4138,Chlamydiales,1000000,0.20747955456259365
4139,Chlorophyta,1000000,0.06352094732864526
4140,Candidatus Actinomarinales,1000000,0.08183845033942205
4141,Magnoliophyta,1000000,0.22649569245960885
4142,Puniceicoccales,1000000,0.05490757962755767
4143,Decapoda,1000000,0.2704469326996736
4144,uncultured marine fungus  ,1000000,0.05382167780428357
4145,Hydrozoa,1000000,0.10763902727505142
4146,Russulales,1000000,0.44046019099027484
4147,Pseudonocardiales,1000000,0.07116100459370828
4148,Mycoplasmatales,1000000,0.07657804862272347
4149,Cyclopoida,1000000,0.23855602679116786
4150,Fusobacteriales,1000000,0.12071015300222085
4151,Mycobacteriales,1000000,0.09991315673568167
4152,Kordiimonadales,1000000,0.08748093262834349
4153,Ochrophyta,1000000,0.22807526084889257
4154,Lentisphaerales,1000000,0.10802792507667582
4155,Caulobacterales,1000000,0.13702952286884634
4156,Amphifilida,1000000,0.12318817795169845
4157,Gemmatimonadales,1000000,0.07880042311429257
4158,uncultured bacterium ,1000000,0.10440902638291935
4159,Actinomarinales,1000000,0.1026128084668686
4160,Lysobacterales,1000000,0.07213880343996514
4161,Spirotrichea,1000000,0.11272587745606209
4162,Syntrophobacterales,1000000,0.08468554352032731
4163,Pandanales,1000000,0.12023065729222997
4164,Nitrospirales,1000000,0.06870551459585363
4165,uncultured marine eukaryote  ,1000000,0.2730719481272347
4166,Pythiales,1000000,0.13375636149295342
4167,Apicomplexa,1000000,0.0976859960586351
4168,Coleoptera,1000000,0.13056020219772183
4169,SubsectionII,1000000,0.09065471553673686
4170,Cystofilobasidiales,1000000,0.08593650554993978
4171,Naviculales,1000000,0.4410659275331064
4172,Erysiphales,1000000,0.10894585770220847
4173,Hyphomonadales,1000000,0.11049434192248292
4174,uncultured Cryptomycota   ,1000000,0.1283410359566576
4175,Auriculariales,1000000,0.07445129419011265
4176,Babeliales,1000000,0.42156640458067146
4177,Prolecithophora,1000000,0.04829627557396064
4178,Pleosporales,1000000,0.1605930572078896
4179,uncultured archaeon ,1000000,0.24745203307124194
4180,Corynebacteriales,1000000,0.4086315514423846
4181,Solibacterales,1000000,0.12692955176439855
4182,Synechococcales,1000000,0.11650298936889412
4183,Lepidoptera,1000000,1.023716142444981
4184,Silvanigrellales,1000000,0.10092167846991636
4185,Alphaproteobacteria Unknown Family,1000000,0.05046877520091666
4186,Ephemeroptera,1000000,0.6094866215339609
4187,Geminicoccales,1000000,0.07161731979909297
4188,Microbotryomycetes,1000000,0.12298365000126545
4189,Enterobacterales,1000000,0.25934962079456125
4190,Opalinata,1000000,0.05294427320130871
4191,Deltaproteobacteria Syntrophorhabdaceae,1000000,0.47140452079103173
4192,uncultured bacterium 213 ,1000000,0.3946571947326598
4193,Eurotiomycetes,1000000,0.09097811030150661
4194,marine metagenome  ,1000000,0.12684548970506648
4195,Acholeplasmatales,1000000,0.26518566810137534
4196,Vampirovibrionales,1000000,0.06054026310473162
4197,Solirubrobacterales,1000000,0.18463723646899913
4198,uncultured soil bacterium ,1000000,0.4803844614152614
4199,MAST-4,1000000,0.29318789414680513
4200,Eubacteriales,1000000,0.1866813564798331
4201,Gonyaulacales,1000000,0.41502261060455414
4202,Spumellaria,1000000,
4203,Frankiales,1000000,0.17887075146850132
4204,Blastocatellales,1000000,0.2958456604926751
4205,Trematoda,1000000,0.07752136781966247
4206,Lamiales,1000000,0.1018602884648512
4207,Parachlamydiales,1000000,0.33789557293619066
4208,Rhodocyclales,1000000,0.3451863512287457
4209,uncultured planctomycete   ,1000000,0.07630732264354616
4210,Hydrogenophilales,1000000,0.1311824925379021
4211,Piroplasmida,1000000,0.29456349785060526
4212,SubsectionI,1000000,0.10668611806085924
4213,Tistrellales,1000000,0.21852940772540513
4214,Polyangiales,1000000,0.14027940132783379
4215,Piperales,1000000,0.11104791707447043
4216,uncultured cyanobacterium   ,1000000,0.19174124721184257
4217,Caldilineales,1000000,0.2007646033573231
4218,Agaricales,1000000,0.14461899206571166
4219,Thermoanaerobaculales,1000000,0.10740269250478196
4220,Pyramimonadales,1000000,0.14422172803402483
4221,Desulfovibrionales,1000000,0.22669117514559065
4222,Coscinodiscales,1000000,0.7640630703364509
4223,Diplostraca,1000000,0.3555865896333457
4224,uncultured Chlorophyta   ,1000000,0.25164735932371435
4225,Haplosporida,1000000,0.10063210120173395
4226,Sphagnales,1000000,0.08126275007506506
4227,Puniceispirillales,1000000,0.21606040536255622
4228,Methylococcales,1000000,0.19807432686197077
4229,Florideophycidae,1000000,0.2577018028458728
4230,Legionellales,1000000,0.20851259241100237
4231,Sva0485,1000000,0.0986192947963148
4232,Hymenoptera,1000000,0.47451301119603206
4233,Acidobacteriales,1000000,0.43227193061500285
4234,Cyanobacteriales,1000000,0.16870914023397868
4235,Bivalvulida,1000000,
4236,Exobasidiomycetes,1000000,0.21007940361127148
4237,KD4-96,1000000,0.12095171136752907
4238,Poales,1000000,0.07665434765476026
4239,Selenomonadales,1000000,0.15471102134617404
4240,Micavibrionales,1000000,0.16909075202287005
4241,Sordariomycetes,1000000,0.2888749789486862
4242,Acanthopleuribacterales,1000000,0.6842968850192395
4243,Methanomicrobiales,1000000,0.12149542357448594
4244,Micromonosporales,1000000,0.5851777082148387
4245,Santalales,1000000,0.14787172816646768
4246,Pedosphaerales,1000000,0.2550851427831624
4247,Entodiniomorphida,1000000,0.07165409166276003
4248,Enterogona,1000000,0.2232968782694361
4249,MSBL9,1000000,0.3806399558897378
4250,Caldisericales,1000000,0.0532916802960416
4251,Oscillatoriales,1000000,0.25190631219454734
4252,P.palmC41,1000000,0.22572842130332066
4253,Boletales,1000000,0.13605387496945903
4254,Pleurocapsales,1000000,0.16732451682468172
4255,Monhysterida,1000000,0.3256164177202522
4256,Entorrhizales,1000000,0.08437992367923733
4257,Absconditabacteriales (SR1),1000000,0.067205221779775
4258,Victivallales,1000000,0.3451678675223206
4259,Lachnospirales,1000000,0.2122296799557604
4260,uncultured archaeon,1000000,0.7458719884028532
4261,Sva0071,1000000,0.07624060645640741
4262,Polyporales,1000000,0.26340211738192515
4263,Thraustochytrida,1000000,0.41280765042571577
4264,Leptolyngbyales,1000000,0.23184046238739256
4265,Oligoflexales,1000000,0.24176854432381353
4266,Candidatus Saccharimonadales,1000000,0.10878565864408418
4267,Marinilabiliales,1000000,0.6557149851103109
4268,Candidatus Kaiserbacteria,1000000,0.3027043271623974
4269,uncultured marine,1000000,0.3057814202070416
4270,Hydrogenedentiales,1000000,0.10543508687103821
4271,Desulfurellales,1000000,0.36087723562674057
4272,Harpellales,1000000,0.13803825773947637
4273,Hypocreales,1000000,0.3815756805667782
4274,Chelicerata,1000000,0.236571231302209
4275,Entomoplasmatales,1000000,0.22361972411919806
4276,Chlorophyta symbiont of Baikalospongia sp.,1000000,0.07400105591768207
4277,Stolidobranchia,1000000,0.3141337213254357
4278,Eugregarinorida,1000000,0.0682928651300186
4279,Cymatosirales,1000000,0.17207730915056677
4280,Pasteurellales,1000000,0.28840215568307825
4281,Galaxiiformes,1000000,0.18893692124882897
4282,Myriapoda,1000000,0.31774888846246596
4283,Thalassiosirales,1000000,0.3933797098908968
4284,Bacteroidetes VC2.1 Bac22,1000000,0.270832899973305
4285,uncultured Verrucomicrobia bacterium  ,1000000,0.3979947424370268
4286,Polymorphida,1000000,0.3186887195995491
4287,Eucarida,1000000,0.06536040783278782
4288,ML310M-34,1000000,0.1844179775257558
4289,Pseudoscourfieldia marina   ,1000000,0.21081851067789192
4290,S-70,1000000,0.1243472540240971
4291,Thiomicrospirales,1000000,0.13299879414973287
4292,Deinococcales,1000000,0.24513405097588095
4293,Rhizosoleniales,1000000,0.35843580609663445
4294,Pla4 lineage,1000000,0.25881946025614855
4295,Chroococcales,1000000,0.1337818448076797
4296,Kitasatosporales,1000000,0.2628912862854745
4297,Bifidobacteriales,1000000,0.34467615654779776
4298,Amphidiniales,1000000,0.4086373231170813
4299,Kickxellales,1000000,0.2560054488065151
4300,Fragilariales,1000000,0.736569563735987
4301,Tepidisphaerales,1000000,0.230915435103084
4302,Plecoptera,1000000,0.23272113695515717
4303,BD2-11 terrestrial group,1000000,0.23586394553607123
4304,Balneolales,1000000,0.2055181565346635
4305,Malvales,1000000,0.1498667219586816
4306,Maricaulales,1000000,0.4003476562981265
4307,Alphaproteobacteria uncultured,1000000,0.0993036382209397
4308,Pucciniales,1000000,0.37289845057048693
4309,Sericytochromatia,1000000,0.2585148261024187
4310,BD7-11,1000000,0.1904962765015283
4311,Dothideomycetes,1000000,0.1873427176024843
4312,Ktedonobacterales,1000000,0.35565164872118227
4313,SS1-B-02-17,1000000,0.5883484054145521
4314,Dysteriida,1000000,0.33352083830622564
4315,Gracilibacteria,1000000,0.34484727816332184
4316,Bivalvia,1000000,0.4485218779502288
4317,uncultured crenarchaeote  ,1000000,0.37770761638900113
4318,Thiohalorhabdales,1000000,0.22678367733588098
4319,Lecanorales,1000000,0.27783028279247557
4320,Mucoromycotina sp. WR266-C,1000000,1.1833215521897327
4321,Kiritimatiellales,1000000,0.15793451382644763
4322,Stephanodiscales,1000000,0.4714045207910316
4323,Poecilosclerida,1000000,0.23116136228530362
4324,Anura,1000000,0.41971415546675217
4325,Zingiberales,1000000,0.1671035127828706
4326,Orthoptera,1000000,0.1360827634879543
4327,Haliangiales,1000000,0.38271287775994284
4328,Granulosicoccales,1000000,0.1615893285805443
4329,SubsectionIII,1000000,0.6025140742593644
4330,Clitellata,1000000,0.3633245648570287
4331,Thalassiophysales,1000000,0.6864288550190433
4332,Chlorodendrales,1000000,0.2689708987748584
4333,SAR324 clade(Marine group B),1000000,0.47455938676866144
4334,Blastocladiales,1000000,0.26785362071507923
4335,uncultured rumen bacterium  ,1000000,0.11151287417722867
4336,Cantharellales,1000000,0.43091805645707487
4337,Neisseriales,1000000,0.31635307918443417
4338,Fibrobacterales,1000000,0.29185814879095656
4339,Actiniaria,1000000,0.17116329922036438
4340,NB1-j,1000000,0.4583977485140842
4341,uncultured rhizosphere zygomycete  ,1000000,0.20194499005651467
4342,Nostocales,1000000,0.2713030996889392
4343,Euplotida,1000000,0.2181529734146137
4344,Thermoanaerobacterales,1000000,0.1721325931647741
4345,Peptostreptococcales,1000000,0.18700707102266578
4346,Bacillariales,1000000,0.9428090415820636
4347,Sneathiellales,1000000,0.17660953053556439
4348,Sapindales,1000000,0.7433516089868465
4349,Candidatus Campbellbacteria,1000000,0.13176156917368242
4350,Dasycladales,1000000,0.23452078799117146
4351,Dinophysales,1000000,0.7842925448570625
4352,Sporidiobolales,1000000,0.38068909413132995
4353,Rosales,1000000,0.1800205749557739
4354,Geodermatophilales,1000000,0.25704662522208643
4355,Siphonostomatoida,1000000,0.3342686601972771
4356,Anthoathecata,1000000,
4357,Bryales,1000000,0.5746437326736746
4358,1/21/4136,1000000,0.25000000000000006
4359,Caryophyllales,1000000,1.52828012432548
4360,Latescibacterota,1000000,0.450151884090248
4361,Dacrymycetales,1000000,0.24753555525477877
4362,Holosporales,1000000,0.5429406786186372
4363,Pholidota,1000000,0.22356380884296823
4364,possible order 07,1000000,0.3042903097250923
4365,uncultured crenarchaeote ,1000000,0.8485281374238569
4366,Parvularculales,1000000,0.20393925013490227
4367,Chlorosarcinales,1000000,0.33333333333333337
4368,Chaetonotida,1000000,0.3359191626986214
4369,SHA-43,1000000,0.5214006735131856
4370,Acetobacterales,1000000,0.22536918135622042
4371,Chaetosphaeriales,1000000,0.0934075227079354
4372,Euglyphida,1000000,0.3240068961457457
4373,uncultured Parcubacteria group bacterium,1000000,0.18088288992916257
4374,Chlorellales,1000000,0.5324715334069414
4375,Desmodorida,1000000,0.31972210155418135
4376,Gastropoda,1000000,0.2829807855667943
4377,Myxozoa,1000000,0.4810456929208346
4378,Tremellomycetes,1000000,
4379,Phylactolaemata,1000000,0.0652713951864505
4380,Macrostomida,1000000,0.43301270189221946
4381,Rubrobacterales,1000000,0.6747306867817262
4382,Ploima,1000000,0.5672735741760562
4383,uncultured archaeon   ,1000000,0.560911758572939
4384,Nitrococcales,1000000,0.38852114517648506
4385,Nannocystales,1000000,0.2681556254236834
4386,Thermales,1000000,0.27783028279247557
4387,Subgroup 22,1000000,0.7569125885243729
4388,Synchytriales,1000000,
4389,Aquificales,1000000,0.18446263857040363
4390,Thaumatomonadida,1000000,0.2280989616730799
4391,Streptosporangiales,1000000,0.770551750371122
4392,Calditrichales,1000000,0.1928473039599675
4393,PAUC43f marine benthic group,1000000,0.2
4394,Gymnodiniales,1000000,0.45912832255051245
4395,Gymnodiniphycidae,1000000,
4396,Cypriniformes,1000000,0.10186253758129139
4397,Marinimicrobia (SAR406 clade),1000000,0.11764705882352948
4398,Gracilariales,1000000,
4399,Capsasporidae,1000000,0.7050295502081219
4400,Agaricomycetes,1000000,0.17137643513759385
4401,UBA10353 marine group,1000000,0.17609018126512482
4402,Terriglobales,1000000,0.3501611732077419
4403,EC3,1000000,0.17677669529663692
4404,Woesearchaeales,1000000,0.0
4405,uncultured bacterium,1000000,0.22821773229381925
4406,Sphaeropleales,1000000,0.9150793638884732
4407,Desulfatiglandales,1000000,0.25704662522208643
4408,Gloeophyllales,1000000,
4409,Brassicales,1000000,0.6123724356957947
4410,Saccharomycetes,1000000,0.5402075495560511
4411,Chlorophyta symbiont of Lubomirskia sp.,1000000,0.09496647088390879
4412,Subgroup 10,1000000,0.3822039791221498
4413,uncultured marine bacterium,1000000,
4414,MAST-3,1000000,0.7041578571262805
4415,EPR3968-O8a-Bc78,1000000,0.17677669529663692
4416,MBAE14,1000000,0.12059409723567997
4417,WCHB1-41,1000000,0.6434195037803802
4418,Ignavibacteriales,1000000,0.09523809523809522
4419,Trechisporales,1000000,0.04558028440970724
4420,uncultured Acidobacteria bacterium ,1000000,0.793492047615872
4421,Candidatus Poseidoniales,1000000,0.36293177474851596
4422,Pinophyta,1000000,0.37216146378239345
4423,Araneae,1000000,
4424,Harpacticoida,1000000,
4425,pItb-vmat-80,1000000,0.3822272292081946
4426,RCP2-54,1000000,0.08318903308077034
4427,Subgroup 26,1000000,0.28867513459481287
4428,SubsectionIV,1000000,0.3779644730092273
4429,Abeoformidae,1000000,0.21858390979171982
4430,PAUC26f,1000000,0.35954213213893327
4431,Phoroniformea,1000000,0.24956709924231102
4432,Dacrymycetes,1000000,0.39597979746446654
4433,uncultured sponge,1000000,0.6226998490772391
4434,Pedinellales,1000000,0.0
4435,Desulfurococcales,1000000,0.8201435516802641
4436,Bacteroidia Draconibacteriaceae,1000000,0.7833658988743858
4437,CCM11a,1000000,0.23328473740792174
4438,aaa34a10,1000000,
4439,Sporichthyales,1000000,
4440,Marsupiomonadales,1000000,0.3227486121839514
4441,Hymenochaetales,1000000,
4442,X35,1000000,
4443,JG30-KF-CM66,1000000,0.34271769487632864
4444,Prasiolales,1000000,0.16826395098667474
4445,Subgroup 21,1000000,0.3175072755727643
4446,Petrotogales,1000000,0.4259177099999599
4447,uncultured Bacteroidetes bacterium ,1000000,0.5787918451395113
4448,Heterotrichida,1000000,0.2020305089104422
4449,SBR1031,1000000,0.4365109179056949
4450,Tubulaniformes,1000000,0.16715903603083715
4451,Anthozoa,1000000,0.08318903308077034
4452,Psocoptera,1000000,0.4008755938970628
4453,Protosteliida,1000000,0.4444444444444444
4454,Diaporthales,1000000,0.14142135623730942
4455,Spirulinales,1000000,0.4714045207910316
4456,MAST-12,1000000,0.28688765527462357
4457,Neogastropoda,1000000,0.1571348402636773
4458,Thermoproteales,1000000,0.5144592961031405
4459,Stemonitida,1000000,0.34881407373398
4460,Caedibacterales,1000000,0.3156629050132875
4461,H67,1000000,
4462,uncultured archaeon  ,1000000,0.3912303982179759
4463,Synergistales,1000000,0.7071067811865475
4464,Deferrisomatales,1000000,
4465,Nevskiales,1000000,0.4145501801372806
4466,Myzostomida,1000000,
4467,Jakobida,1000000,
4468,uncultured marine archaeon,1000000,0.49215295678475035
4469,uncultured prokaryote ,1000000,0.3271022543084387
4470,Vicinamibacterales,1000000,
4471,KCLunmb-38-53,1000000,
4472,uncultured Chloroflexi bacterium  ,1000000,0.4249182927993988
4473,Arecales,1000000,0.7856742013183861
4474,Dadabacteriales,1000000,0.2232968782694361
4475,Chlorobiales,1000000,0.5297284633639758
4476,Rhizophydiales,1000000,
4477,Plasmodiophorida,1000000,0.1571348402636773
4478,Omnitrophales,1000000,0.28571428571428575
4479,Mecoptera,1000000,0.2188357807324855
4480,Chitonida,1000000,
4481,Nitrosococcales,1000000,0.2828732950245786
4482,Diplorickettsiales,1000000,0.39999999999999997
4483,Subgroup 17,1000000,0.12371791482634843
4484,PLTA13,1000000,0.1818181818181818
4485,Verrucomicrobia bacterium SCGC,1000000,0.36793833975967816
4486,Phthiraptera,1000000,0.5297284633639758
4487,Amphitremida,1000000,0.0
4488,Sulfolobales,1000000,
4489,Ophiostomatales,1000000,0.10526315789473689
4490,Halanaerobiales,1000000,1.165010094681612
4491,Longimicrobiales,1000000,0.45825756949558405
4492,Polycladida,1000000,0.0
4493,Chloroflexales,1000000,0.34641016151377546
4494,Gromiida,1000000,0.24118819447135995
4495,Pseudanabaenales,1000000,0.21114359724058113
4496,Leptocylindrales,1000000,
4497,Helotiales,1000000,0.52322111060097
4498,Cupressales,1000000,0.31671539586087166
4499,Mariprofundales,1000000,0.32868410517886304
4500,vadinHA49,1000000,0.5303300858899105
4501,Ardenticatenales,1000000,0.8081220356417685
4502,Rs-M47,1000000,
4503,uncultured Banisveld eukaryote  ,1000000,0.16329931618554522
4504,Flosculariaceae,1000000,
4505,uncultured organism  ,1000000,0.5773502691896258
4506,Nitrospinales,1000000,0.31578947368421056
4507,Pseudoamphisiellida,1000000,0.34641016151377546
4508,Glomerellales,1000000,
4509,Ustilaginales,1000000,0.7071067811865476
4510,Blastodiniales,1000000,
4511,Proteales,1000000,0.5471012044321932
4512,UASB-TL25,1000000,
4513,Mollicutes RF9,1000000,0.577350269189626
4514,Chattonellales,1000000,0.43301270189221935
4515,Trueperales,1000000,0.5009439313669682
4516,Watanabeales,1000000,
4517,Desulfarculales,1000000,0.642824346533225
4518,Orbales,1000000,0.23570226039551578
4519,Lepetellida,1000000,0.45165590393080834
4520,Euzebyales,1000000,0.0
4521,Limnochordia,1000000,0.4714045207910316
4522,Ericales,1000000,0.7211102550927979
4523,Fimbriimonadales,1000000,0.642824346533225
4524,Isochrysidales,1000000,0.6666666666666666
4525,Arguloida,1000000,
4526,Saccharimonadales,1000000,0.5
4527,Pla3 lineage,1000000,0.1571348402636773
4528,EM3,1000000,
4529,Pleuronematida,1000000,0.12371791482634843
4530,Monoblepharidales,1000000,
4531,AT-s3-28,1000000,0.1087856586440842
4532,unidentified eubacterium clone BSV85 ,1000000,0.7856742013183861
4533,Defferrisomatales,1000000,0.12856486930664496
4534,Priapulimorphida,1000000,
4535,uncultured phototrophic eukaryote  ,1000000,0.23094010767585033
4536,Dipodascales,1000000,0.5656854249492379
4537,Plagiopylida,1000000,
4538,AT-s16,1000000,
4539,Corticiales,1000000,
4540,Holophagales,1000000,0.1571348402636773
4541,Isopoda,1000000,0.28284271247461906
4542,Teuthida,1000000,
4543,Latescibacterales,1000000,0.7071067811865476
4544,Biddulphiales,1000000,0.5656854249492379
4545,Trichonosema,1000000,0.6188130916886078
4546,Cheilostomatida,1000000,0.3535533905932738
4547,Parabasalia,1000000,0.3535533905932738
4548,Bryopsidales,1000000,0.6060915267313267
4549,Myrtales,1000000,0.22222222222222227
4550,Candidatus Giovannonibacteria bacterium GW2011_GWB1_43_13,1000000,0.30900827029565264
4551,Aphelidium aff. melosirae P-1,1000000,
4552,Candidatus Pelagibacterales,1000000,0.39999999999999997
4553,Sporadotrichida,1000000,0.13323467750529833
4554,Liliales,1000000,
4555,Onygenales,1000000,0.0
4556,Kineosporiales,1000000,
4557,Acidaminococcales,1000000,0.0
4558,Pyrenomonadales,1000000,
4559,Ctenostomatida,1000000,0.17320508075688773
4560,uncultured euryarchaeote,1000000,
4561,Phaffomycetales,1000000,0.8999540851465151
4562,Nudibranchia,1000000,0.0
4563,Crocodylia,1000000,
4564,Candidatus Curtissbacteria bacterium GW2011_GWA1_40_47,1000000,
4565,uncultured Thermomicrobia bacterium  ,1000000,0.15745916432444337
4566,Ichthyophonida,1000000,0.2020305089104421
4567,Thalassobaculales,1000000,
4568,Leptomyxida,1000000,0.15384615384615383
4569,uncultured eukaryote  ,1000000,
4570,Batrachospermales,1000000,
4571,Oligosphaerales,1000000,
4572,Thermomicrobiales,1000000,0.6614378277661477
4573,Leotiomycetes,1000000,
4574,Geraniales,1000000,0.36885555678165893
4575,uncultured Verrucomicrobia subdivision 5 bacterium,1000000,
4576,Entomobryomorpha,1000000,
4577,Desertifilales,1000000,0.47140452079103173
4578,uncultured diatom   ,1000000,
4579,Parachela,1000000,
4580,Scleractinia,1000000,
4581,Cardiobacteriales,1000000,
4582,Deferribacterales,1000000,0.28688765527462345
4583,S-BQ2-57 soil group,1000000,
4584,Cristamonadida,1000000,0.3535533905932738
4585,Cladosporiales,1000000,
4586,Bryobacterales,1000000,0.0
4587,Abditibacteriales,1000000,0.15384615384615383
4588,Wallemiales,1000000,
4589,JG30-KF-CM45,1000000,
4590,JG30-KF-AS9,1000000,0.2020305089104421
4591,uncultured euryarchaeote   ,1000000,0.43301270189221935
4592,uncultured freshwater eukaryote  ,1000000,
4593,Dicranales,1000000,
4594,Fornicata,1000000,
4595,Pirsoniales,1000000,
4596,Suessiales,1000000,0.28284271247461906
4597,Galdieriales,1000000,
4598,Dermaptera,1000000,
4599,Umbelopsidales,1000000,
4600,Charales,1000000,
4601,Mucorales,1000000,
4602,Thysanoptera,1000000,
4603,Trichoptera,1000000,
4604,Urocystidales,1000000,
4605,Nitriliruptorales,1000000,
4606,Seguenziida,1000000,
4607,Ascoideales,1000000,0.28284271247461906
4608,AKYG1722,1000000,
4609,Thermotogales,1000000,0.0
4610,Picea glauca (white spruce) ,1000000,0.0
4611,Endogenida,1000000,0.6060915267313267
4612,unidentified archaeon ,1000000,
4613,Coelacanthiformes,1000000,
4614,Prorocentrales,1000000,
4615,Thermogemmatisporales,1000000,0.4714045207910316
4616,Saccharomycodales,1000000,0.0
4617,WPS-2,1000000,
4618,uncultured sediment,1000000,0.0
4619,Peronosporales,1000000,0.28284271247461906
