Species,read10000000_rep1,read10000000_rep2,read10000000_rep3,read10000000_rep4,read10000000_rep5,gut_combined_10000000_1,gut_combined_10000000_2,gut_combined_10000000_3,gut_combined_10000000_4,gut_combined_10000000_5,meta_mean,pam_mean,meta_std,pam_std
Streptococcus sobrinus   ,0.0,0.0,0.0,0.0,0.0,0.00245318211448377,0.0024907479210308503,0.0024130625422447566,0.00244743492277626,0.0024630210250392096,0.0,0.002453489705114969,0.0,2.8063014857784262e-05
Streptococcus thermophilus TH1435  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2164146400729714e-05,0.0,0.0,0.0,2.4328292801459427e-06,0.0,5.439971648058207e-06
Streptomyces griseus   ,0.0,0.0,0.0,0.0,0.0,1.672969823888498e-05,1.5233932238720797e-05,1.6725701301003354e-05,1.524881571823215e-05,1.6744889539821574e-05,0.0,1.613660740733257e-05,0.0,8.172808645137199e-07
Streptomyces radiopugnans   ,0.0,0.0,0.0,0.0,0.0,0.01182485489157552,0.011923598763246768,0.011811386155108551,0.011653144971873008,0.011933017191151028,0.0,0.011829200394590976,0.0,0.00011293883482450024
Streptomyces sp.,0.0,0.0,0.0,0.0,0.0,0.0,4.570179671616239e-06,0.0,4.574644715469645e-06,4.566788056314974e-06,0.0,2.742322488680172e-06,0.0,2.5033880290181097e-06
Streptomyces sp. AMJ7  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,4.570179671616239e-06,0.0,0.0,0.0,0.0,1.5223885975554288e-06,0.0,2.153516374012662e-06
Streptomyces sp. SD 576 ,0.0,0.0,0.0,0.0,0.0,0.0001642552190726889,0.00014929253593946382,0.00014901079340893898,0.0001509632756104983,0.00014613721780207917,0.0,0.00015193180836673385,0.0,7.10422188329839e-06
Streptomyces sp. TH-11  ,0.0,0.0,0.0,0.0,0.0,7.604408290402263e-06,6.093572895488319e-06,7.6025915004560704e-06,1.0674171002762506e-05,4.566788056314974e-06,0.0,7.308306349084826e-06,0.0,2.2635605188355653e-06
Streptomyces thermodiastaticus   ,0.0,0.0,0.0,0.0,0.0,9.125289948482716e-06,9.140359343232478e-06,1.06436281006385e-05,1.3723934146408936e-05,7.611313427191624e-06,0.0,1.0048904993190851e-05,0.0,2.317321052586104e-06
Talaromyces,0.0,0.0,0.0,0.0,0.0,3.54652501386184e-05,3.519608024914658e-05,3.530032916586514e-05,3.5002253103376326e-05,3.5127244032326035e-05,0.0,3.52182313378665e-05,0.0,1.7548098156316483e-07
Temnosewellia minor  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8445067821003343e-08,0.0,0.0,0.0,5.6890135642006685e-09,0.0,1.2721021054471058e-08
Tetrapoda,0.0,0.0,0.0,0.0,0.0,2.987445860052092e-07,3.7048505525417456e-07,2.7022814429953176e-07,3.2805697692651e-07,2.847770087744308e-07,0.0,3.1045835425197123e-07,0.0,3.9774772212238085e-08
Thaumatomonadida environmental sample  ,0.0,0.0,0.0,0.0,0.0,2.56066788004465e-07,1.5674367722292e-07,2.560056103890301e-07,2.5674024281205127e-07,2.7053815833570925e-07,0.0,2.392188953528351e-07,0.0,4.6518009267006874e-08
Thorsellia anophelis   ,0.0,0.0,0.0,0.0,0.0,4.562644974241358e-05,2.5897684805825354e-05,3.649243920218914e-05,3.812203929558037e-05,3.6534304450519794e-05,0.0,3.653458349930565e-05,0.0,7.041438733005887e-06
Trichinella nelsoni  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2667601731505016e-08,0.0,0.0,0.0,8.533520346301003e-09,0.0,1.9081531581706588e-08
Trichodorus sparsus  ,0.0,0.0,0.0,0.0,0.0,2.83096060071603e-06,2.8498850404167275e-06,3.157402528131371e-06,3.1664629946819656e-06,3.1325470965187385e-06,0.0,3.0274516520929667e-06,0.0,1.7131482046512319e-07
Turicibacter sp. H121  ,0.0,0.0,0.0,0.0,0.0,0.008346598539545525,0.0084898704366391,0.008295947845297665,0.008432595092182379,0.00833286594008939,0.0,0.008379575570750811,0.0,7.943377389727828e-05
Ulkenia aff. visurgensis BAFCcult 3529,0.0,0.0,0.0,0.0,0.0,4.2677798000744167e-08,0.0,5.6890135642006685e-08,4.2790040468675215e-08,0.0,0.0,2.8471594822285213e-08,0.0,2.662569708123721e-08
Vibrio fluvialis   ,0.0,0.0,0.0,0.0,0.0,0.00011102436103987305,8.378662731296438e-05,7.754643330465192e-05,8.539336802210005e-05,9.438028649717614e-05,0.0,9.042621523535312e-05,0.0,1.2992505066011456e-05
Vibrio rumoiensis 1S-45  ,0.0,0.0,0.0,0.0,0.0,4.562644974241358e-06,3.0467864477441594e-06,6.082073200364857e-06,0.0,3.0445253708766496e-06,0.0,3.3472059986454042e-06,0.0,2.255130039531895e-06
Xenasma,0.0,0.0,0.0,0.0,0.0,3.1723829847219834e-06,3.334365497287571e-06,3.5129658758939125e-06,3.0808829137446154e-06,3.1183082460800174e-06,0.0,3.2437811035456204e-06,0.0,1.7891542948162723e-07
Xylariaceae sp.,0.0,0.0,0.0,0.0,0.0,1.687195614296086e-05,8.962888452110607e-06,1.929997851655077e-05,1.1724471088417009e-05,1.1262930697028737e-05,0.0,1.3624444979413595e-05,0.0,4.291700404214814e-06
Yersinia kristensenii   ,0.0,0.0,0.0,0.0,0.0,0.0,6.093572895488319e-06,6.082073200364857e-06,6.09952628729286e-06,0.0,0.0,3.6550344766292073e-06,0.0,3.336580616809004e-06
[Clostridium] leptum  ,0.0,0.0,0.0,0.0,0.0,3.9542923110091766e-05,3.351465092518575e-05,2.4328292801459427e-05,3.812203929558037e-05,2.283394028157487e-05,0.0,3.166836928277844e-05,0.0,7.729667991663731e-06
[Clostridium] scindens ATCC 35704 ,0.0,0.0,0.0,0.0,0.0,0.0,1.9804111910337034e-05,0.0,0.0,0.0,0.0,3.960822382067407e-06,0.0,8.856668093105365e-06
[Eubacterium] eligens ,0.0,0.0,0.0,0.0,0.0,9.277378114290762e-05,0.00010054395277555726,7.60259150045607e-05,8.844313116574647e-05,8.220218501366954e-05,0.0,8.799779302048831e-05,0.0,9.451579875949002e-06
archaeon RC2   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5615549002736424e-06,4.574644715469645e-06,0.0,0.0,1.8272399231486574e-06,0.0,2.502055589772301e-06
bacterium 14W135   ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,0.0,0.0,0.0,0.0,0.0,6.08352663232181e-07,0.0,1.3603179092801938e-06
bacterium 14W231   ,0.0,0.0,0.0,0.0,0.0,6.08352663232181e-06,3.0467864477441594e-06,6.082073200364857e-06,4.574644715469645e-06,1.0655838798068274e-05,0.0,6.088573958793749e-06,0.0,2.846244405510847e-06
bacterium B0056   ,0.0,0.0,0.0,0.0,0.0,3.498027813585041e-05,2.5897684805825354e-05,3.1930884301915494e-05,2.134834200552501e-05,2.892299102332817e-05,0.0,2.861603605448889e-05,0.0,5.286653663400667e-06
bacterium NLAE-zl-G146 ,0.0,0.0,0.0,0.0,0.0,0.0001642552190726889,0.00017519022074528916,0.00017942115941076326,0.0001936599596215483,0.00018114925956716065,0.0,0.00017873516368349006,0.0,1.0621715954037769e-05
bacterium NLAE-zl-G256   ,0.0,0.0,0.0,0.0,0.0,9.125289948482716e-06,7.616966119360399e-06,7.6025915004560704e-06,0.0,7.611313427191624e-06,0.0,6.391232199098161e-06,0.0,3.6325381623312874e-06
bacterium NLAE-zl-P127   ,0.0,0.0,0.0,0.0,0.0,0.0,3.351465092518575e-05,0.0,3.04976314364643e-05,0.0,0.0,1.280245647233001e-05,0.0,1.756290758418112e-05
bacterium NLAE-zl-P343   ,0.0,0.0,0.0,0.0,0.0,3.193851481968951e-05,0.0,3.1930884301915494e-05,2.8972749864641084e-05,0.0,0.0,1.8568429797249215e-05,0.0,1.6993656244552235e-05
bacterium NLAE-zl-P353   ,0.0,0.0,0.0,0.0,0.0,0.006641690200837337,0.0065795353339035125,0.006577762166194592,0.006549366350980708,0.006586830639891631,0.0,0.006587036938361555,0.0,3.372087736150043e-05
bacterium mpn-isolate,0.0,0.0,0.0,0.0,0.0,2.433410652928724e-05,2.5897684805825354e-05,2.584881110155064e-05,2.439810514917144e-05,2.5878465652451523e-05,0.0,2.5271434647657237e-05,0.0,8.269413348766291e-07
denitrifying bacterium enrichment culture clone,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,3.0467864477441594e-06,3.0410366001824284e-06,0.0,0.0,0.0,1.8259172728174987e-06,0.0,1.6668282678100274e-06
gut metagenome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0410366001824284e-06,0.0,3.0445253708766496e-06,0.0,1.2171123942118156e-06,0.0,1.6666002397726196e-06
gut metagenome   ,0.0,0.0,0.0,0.0,0.0,7.300231958786173e-05,7.616966119360399e-05,7.906695160474313e-05,7.624407859116074e-05,9.133576112629948e-05,0.0,7.916375442073381e-05,0.0,7.134765210358831e-06
human gut metagenome  ,0.0,0.0,0.0,0.0,0.0,0.003911707624582924,0.0038907462937692915,0.003828665079629677,0.0037634077192596946,0.003900037000092988,0.0,0.0038589127434669147,0.0,6.230571742702842e-05
iron-reducing bacterium enrichment culture clone,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,3.0467864477441594e-06,0.0,0.0,0.0,0.0,1.217709952781013e-06,0.0,1.6674189698595534e-06
marine bacterium IVA010  ,0.0,0.0,0.0,0.0,0.0,1.9771461555045883e-05,1.0663752567104558e-05,1.06436281006385e-05,1.3723934146408936e-05,1.6744889539821574e-05,0.0,1.430953318180389e-05,0.0,3.963493557767258e-06
metagenome,0.0,0.0,0.0,0.0,0.0,1.216705326464362e-05,7.616966119360399e-06,2.1287256201277e-05,0.0,1.6744889539821574e-05,0.0,1.1563233025020518e-05,0.0,8.231831058961993e-06
swine,0.0,0.0,0.0,0.0,0.0,1.5208816580804527e-05,1.0663752567104558e-05,1.06436281006385e-05,1.3723934146408936e-05,1.3700364168944923e-05,0.0,1.278809911278029e-05,0.0,2.042026687564606e-06
uncultured,0.0,0.0,0.0,0.0,0.0,0.005612595196895493,0.005711473230648018,0.005709959963154246,0.00564863332901657,0.005789337153238719,0.0,0.00569439977459061,0.0,6.770023025590937e-05
uncultured Aliihoeflea sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0445253708766497e-05,0.0,6.089050741753299e-06,0.0,1.3615531377005895e-05
uncultured Bacillus sp.  ,0.0,0.0,0.0,0.0,0.0,4.562644974241358e-06,3.0467864477441594e-06,0.0,3.04976314364643e-06,0.0,0.0,2.1318389131263897e-06,0.0,2.041935741757807e-06
uncultured Bacteroidetes bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,1.9804111910337034e-05,9.123109800547285e-06,2.8972749864641084e-05,2.7400728337889845e-05,0.0,1.7060139982683047e-05,0.0,1.235326118897547e-05
uncultured Brevundimonas sp.  ,0.0,0.0,0.0,0.0,0.0,9.125289948482716e-06,1.3710539014848717e-05,9.123109800547285e-06,6.09952628729286e-06,7.611313427191624e-06,0.0,9.133955695672638e-06,0.0,2.849188872213512e-06
uncultured Brumimicrobium,0.0,0.0,0.0,0.0,0.0,7.604408290402263e-06,9.140359343232478e-06,9.123109800547285e-06,6.09952628729286e-06,9.133576112629948e-06,0.0,8.220195966820966e-06,0.0,1.3576313631910924e-06
uncultured Chloroflexi bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,6.093572895488319e-06,0.0,0.0,0.0,0.0,1.2187145790976637e-06,0.0,2.7251286440324203e-06
uncultured Clostridium,0.0,0.0,0.0,0.0,0.0,1.5208816580804527e-05,1.5233932238720797e-05,1.9766737901185782e-05,1.0674171002762506e-05,1.9789414910698223e-05,0.0,1.6134614526834366e-05,0.0,3.8090241517012657e-06
uncultured Comamonadaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,9.140359343232478e-06,6.082073200364857e-06,0.0,4.566788056314974e-06,0.0,4.566196783214643e-06,0.0,3.4056899170967617e-06
uncultured Epsilonproteobacteria bacterium  ,0.0,0.0,0.0,0.0,0.0,1.5208816580804527e-05,2.5897684805825354e-05,1.9766737901185782e-05,1.9823460433701796e-05,1.5222626854383248e-05,0.0,1.9183865315180142e-05,0.0,4.3964934067981636e-06
uncultured Fibrobacteres bacterium,0.0,0.0,0.0,0.0,0.0,1.5208816580804527e-05,1.6757325462592876e-05,1.3684664700820926e-05,1.524881571823215e-05,4.566788056314974e-06,0.0,1.309328210375309e-05,0.0,4.8887078849966254e-06
uncultured Flavobacteriales bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,9.140359343232478e-06,6.082073200364857e-06,0.0,1.0655838798068274e-05,0.0,5.175654268333122e-06,0.0,5.003691095128088e-06
uncultured Fusobacterium sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.574644715469645e-06,0.0,0.0,9.149289430939289e-07,0.0,2.0458433113400618e-06
uncultured Gemmatimonas sp.  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,4.570179671616239e-06,3.0410366001824284e-06,3.04976314364643e-06,3.0445253708766496e-06,0.0,3.3494536204965305e-06,0.0,6.824152132343587e-07
uncultured Halomonas sp.  ,0.0,0.0,0.0,0.0,0.0,2.7375869845448147e-05,3.351465092518575e-05,1.5205183000912141e-05,1.3723934146408936e-05,2.4356202967013197e-05,0.0,2.2835168176993637e-05,0.0,8.339876042103332e-06
uncultured Hymenobacter sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,0.0,3.04976314364643e-06,0.0,0.0,1.2193099182781179e-06,0.0,1.6696091987681337e-06
uncultured Hyphomicrobiaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,2.7375869845448147e-05,2.7421078029697433e-05,2.888984770173307e-05,3.2022513008287515e-05,2.4356202967013197e-05,0.0,2.8013102310435874e-05,0.0,2.7826932725576973e-06
uncultured Hyphomonadaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,6.08352663232181e-06,1.2187145790976638e-05,0.0,0.0,7.611313427191624e-06,0.0,5.176397170098015e-06,0.0,5.2319325442574795e-06
uncultured Lachnospiraceae bacterium ,0.0,0.0,0.0,0.0,0.0,0.00816257185891779,0.007933831909925792,0.007981200557178783,0.008164215935541492,0.008125838214869778,0.0,0.008073531695286728,0.0,0.00010831530738441608
uncultured Lactobacillaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,7.616966119360399e-06,6.082073200364857e-06,4.574644715469645e-06,4.566788056314974e-06,0.0,5.176447081534155e-06,0.0,1.736880597082083e-06
uncultured Marinilabiliaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,3.0467864477441594e-06,0.0,3.04976314364643e-06,3.0445253708766496e-06,0.0,2.436567655685629e-06,0.0,1.3620858996671804e-06
uncultured Methanobrevibacter sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,0.0,0.0,4.566788056314974e-06,0.0,1.5227149008118268e-06,0.0,2.153204441273907e-06
uncultured Methanococcoides sp.  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,0.0,0.0,6.09952628729286e-06,4.566788056314974e-06,0.0,2.741615531953748e-06,0.0,2.726252901280884e-06
uncultured Methanoplanus sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,7.616966119360399e-06,1.2164146400729714e-05,0.0,6.089050741753299e-06,0.0,5.174032652368683e-06,0.0,5.225133970020045e-06
uncultured Methanosaeta sp.  ,0.0,0.0,0.0,0.0,0.0,4.562644974241358e-06,6.093572895488319e-06,1.06436281006385e-05,0.0,0.0,0.0,4.259969194073636e-06,0.0,4.486075435891025e-06
uncultured Methanosarcinales archaeon  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,0.0,3.0410366001824284e-06,3.04976314364643e-06,0.0,0.0,1.8265126119979527e-06,0.0,1.6673737807250603e-06
uncultured Neisseria sp.  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,0.0,6.082073200364857e-06,0.0,6.089050741753299e-06,0.0,3.0425774516558122e-06,0.0,3.0427820195983115e-06
uncultured Nitrospirae bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,0.0,3.04976314364643e-06,0.0,0.0,1.2193099182781179e-06,0.0,1.6696091987681337e-06
uncultured Novosphingobium sp.  ,0.0,0.0,0.0,0.0,0.0,0.0003315522014615387,0.00031838918378926465,0.00033907558092034074,0.00037054622195304126,0.00034707589227993805,0.0,0.00034132781608082466,0.0,1.94523242667471e-05
uncultured Ochrobactrum sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001186004274071147,8.08187233066304e-05,8.981349844086117e-05,0.0,5.784652983092125e-05,0.0,5.461933460976119e-05
uncultured Olsenella sp.  ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,0.0,0.0,0.0,0.0,0.0,6.08352663232181e-07,0.0,1.3603179092801938e-06
uncultured Paenibacillus sp.  ,0.0,0.0,0.0,0.0,0.0,4.562644974241358e-06,0.0,6.082073200364857e-06,0.0,4.566788056314974e-06,0.0,3.042301246184238e-06,0.0,2.845475020282053e-06
uncultured Pedobacter sp.  ,0.0,0.0,0.0,0.0,0.0,0.00010646171606563169,0.00010054395277555726,0.00011251835420674985,9.759242059668576e-05,0.00011264743872243603,0.0,0.0001059527764734121,0.0,6.843523531221399e-06
uncultured Peptostreptococcaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.283394028157487e-05,0.0,4.566788056314974e-06,0.0,1.021164853275442e-05
uncultured Planctomycetales bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.566788056314974e-06,0.0,9.133576112629948e-07,0.0,2.042329706550884e-06
uncultured Rhizobiales bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04976314364643e-06,3.0445253708766496e-06,0.0,1.218857702904616e-06,0.0,1.668990673027127e-06
uncultured Selenomonas sp. ,0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,3.0410366001824284e-06,0.0,0.0,0.0,1.2175646095853176e-06,0.0,1.6672202440914445e-06
uncultured Spirochaetes bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0410366001824284e-06,0.0,0.0,0.0,6.082073200364857e-07,0.0,1.3599929120145518e-06
uncultured Streptococcus sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.611313427191624e-06,0.0,1.5222626854383248e-06,0.0,3.4038828442514737e-06
uncultured Turicibacter sp.  ,0.0,0.0,0.0,0.0,0.0,0.0,1.3710539014848717e-05,1.2164146400729714e-05,0.0,0.0,0.0,5.174937083115686e-06,0.0,7.107134947801488e-06
uncultured Veillonellaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,6.08352663232181e-06,0.0,1.06436281006385e-05,4.574644715469645e-06,9.133576112629948e-06,0.0,6.08707511221198e-06,0.0,4.1648314851953056e-06
uncultured Verrucomicrobiaceae bacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,3.0410366001824284e-06,3.04976314364643e-06,3.0445253708766496e-06,0.0,2.4364223124899337e-06,0.0,1.3620052132855767e-06
uncultured alpha proteobacterium  ,0.0,0.0,0.0,0.0,0.0,9.125289948482716e-06,1.0663752567104558e-05,1.2164146400729714e-05,1.219905257458572e-05,4.566788056314974e-06,0.0,9.743805909443536e-06,0.0,3.1589817180132617e-06
uncultured archaeon ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.574644715469645e-06,3.0445253708766496e-06,0.0,1.5238340172692588e-06,0.0,2.155583357571165e-06
uncultured archaeon   ,0.0,0.0,0.0,0.0,0.0,0.0006463747046841924,0.0005834596047430065,0.0006188509481371242,0.0006084277471574628,0.0005053912115655239,0.0,0.0005925008432574619,0.0,5.3666141950525916e-05
uncultured archaeon SYA-130  ,0.0,0.0,0.0,0.0,0.0,4.562644974241358e-06,0.0,4.5615549002736424e-06,0.0,0.0,0.0,1.8248399749029998e-06,0.0,2.4987650749500485e-06
uncultured bacterium,0.0,0.0,0.0,0.0,0.0,2.5854988187367696e-05,2.4374291581953275e-05,0.0,3.04976314364643e-06,2.7400728337889845e-05,0.0,1.613595425017145e-05,0.0,1.3424253937854935e-05
uncultured bacterium ,0.0,0.0,0.0,0.0,0.0,0.017534244636009538,0.016661351689488936,0.017624327616357262,0.01750564044453051,0.017562344601901952,0.0,0.01737758179765764,0.0,0.000402786737208633
uncultured bacterium  ,0.0,0.0,0.0,0.0,0.0,0.1070594225572573,0.10616222698519749,0.10757058765825303,0.10584812942653664,0.10565568620821782,0.0,0.10645921056709247,0.0,0.0008219921343080544
uncultured bacterium   ,0.0,0.0,0.0,0.0,0.0,0.2460573599342041,0.24754225851986972,0.2462509797363723,0.24669839045270336,0.24869357718274457,0.0,0.2470485131651788,0.0,0.00108294163142515
uncultured bacterium (human infant) L14D,0.0,0.0,0.0,0.0,0.0,0.0,4.570179671616239e-06,0.0,0.0,6.089050741753299e-06,0.0,2.1318460826739076e-06,0.0,2.968132517486386e-06
uncultured bacterium BC13  ,0.0,0.0,0.0,0.0,0.0,6.843967461362036e-05,5.941233573101111e-05,6.842332350410464e-05,7.929384173480718e-05,6.0890507417532994e-05,0.0,6.729193660021525e-05,0.0,7.901099150945874e-06
uncultured beta,0.0,0.0,0.0,0.0,0.0,3.8022041452011314e-05,4.113161704454615e-05,3.649243920218914e-05,3.354739458011073e-05,5.1756931304903046e-05,0.0,4.019008471675207e-05,0.0,7.020981934862967e-06
uncultured ciliate,0.0,0.0,0.0,0.0,0.0,1.991630573368061e-07,1.7099310242500365e-07,2.7022814429953176e-07,2.1395020234337606e-07,2.562993078969877e-07,0.0,2.2212676286034108e-07,0.0,4.0897264191556174e-08
uncultured ciliate   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.271182799415384e-07,3.851103642180769e-07,4.556432140390893e-07,0.0,2.3357437163974092e-07,0.0,2.1802646901549756e-07
uncultured delta proteobacterium  ,0.0,0.0,0.0,0.0,0.0,0.00027832134342872285,0.00025135988193889316,0.00026304966591578005,0.00024245616991989117,0.0002846631221769667,0.0,0.0002639700366760508,0.0,1.7726204759414227e-05
uncultured eukaryote ,0.0,0.0,0.0,0.0,0.0,1.7071119200297666e-06,1.5816861974312836e-06,1.5644787301551838e-06,1.3264912545289316e-06,1.637467800452977e-06,0.0,1.5634471805196284e-06,0.0,1.4370146680574972e-07
uncultured eukaryote   ,0.0,0.0,0.0,0.0,0.0,1.4225932666914724e-07,2.422402284354218e-07,2.560056103890301e-07,2.424768959891595e-07,2.4206045745826616e-07,0.0,2.2500850378820497e-07,0.0,4.663982503149504e-08
uncultured euryarchaeote   ,0.0,0.0,0.0,0.0,0.0,3.041763316160905e-06,0.0,0.0,0.0,3.0445253708766496e-06,0.0,1.217257737407511e-06,0.0,1.666799088752265e-06
uncultured fungus,0.0,0.0,0.0,0.0,0.0,0.0,1.8524252762708728e-07,0.0,1.2837012140602563e-07,0.0,0.0,6.272252980662259e-08,0.0,8.820870618135813e-08
uncultured fungus  ,0.0,0.0,0.0,0.0,0.0,2.8451865333829448e-08,0.0,5.6890135642006685e-08,0.0,0.0,0.0,1.7068400195167227e-08,0.0,2.5442802264237534e-08
uncultured gamma proteobacterium  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5615549002736424e-06,0.0,0.0,0.0,9.123109800547284e-07,0.0,2.0399893680218275e-06
uncultured haloarchaeon   ,0.0,0.0,0.0,0.0,0.0,6.235614798129856e-05,6.398251540262734e-05,6.994384180419585e-05,6.709478916022146e-05,5.784598204665634e-05,0.0,6.42446552789999e-05,0.0,4.614709808114373e-06
uncultured marine Syndiniales,0.0,0.0,0.0,0.0,0.0,2.8451865333829448e-08,0.0,0.0,2.8526693645783477e-08,0.0,0.0,1.1395711795922584e-08,0.0,1.5604243450549785e-08
uncultured methanogenic archaeon  ,0.0,0.0,0.0,0.0,0.0,9.125289948482716e-06,7.616966119360399e-06,7.6025915004560704e-06,9.14928943093929e-06,1.2178101483506598e-05,0.0,9.134447696549015e-06,0.0,1.8650379526236049e-06
uncultured organism ,0.0,0.0,0.0,0.0,0.0,1.3687934922724074e-05,1.9804111910337034e-05,2.7369329401641853e-05,0.0,0.0,0.0,1.2172275246940593e-05,0.0,1.212251190415013e-05
uncultured organism  ,0.0,0.0,0.0,0.0,0.0,0.00012014965098835576,0.0001431989630439755,0.00012164146400729713,0.0001402891046077358,0.00013852590437488755,0.0,0.00013276101740445034,0.0,1.0972098232892933e-05
uncultured organism   ,0.0,0.0,0.0,0.0,0.0,0.01797377943519479,0.018155800442107444,0.018120016582187,0.01791583358735095,0.017671947515253514,0.0,0.01796747551241874,0.0,0.00019285906906590084
uncultured prokaryote   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0445253708766496e-06,0.0,6.089050741753299e-07,0.0,1.3615531377005892e-06
uncultured proteobacterium   ,0.0,0.0,0.0,0.0,0.0,8.212760953634445e-05,8.835680698458062e-05,6.994384180419585e-05,0.00011589099945856433,9.438028649717614e-05,0.0,9.013990885617229e-05,0.0,1.7002624700276755e-05
uncultured rumen,0.0,0.0,0.0,0.0,0.0,1.3687934922724074e-05,1.8280718686464955e-05,1.06436281006385e-05,1.6773697290055364e-05,1.5222626854383248e-05,0.0,1.4921721170853229e-05,0.0,2.942258185044836e-06
uncultured rumen archaeon  ,0.0,0.0,0.0,0.0,0.0,1.825057989696543e-05,1.9804111910337034e-05,1.6725701301003354e-05,6.09952628729286e-06,1.2178101483506598e-05,0.0,1.4611604175821057e-05,0.0,5.546419855651547e-06
uncultured rumen bacterium ,0.0,0.0,0.0,0.0,0.0,7.756496456210309e-05,7.464626796973191e-05,8.210798820492557e-05,7.01445523038679e-05,7.915765964279289e-05,0.0,7.672428653668426e-05,0.0,4.561341677831024e-06
uncultured rumen bacterium  ,0.0,0.0,0.0,0.0,0.0,4.562644974241358e-06,4.570179671616239e-06,0.0,0.0,0.0,0.0,1.8265649291715193e-06,0.0,2.50112845478933e-06
uncultured rumen methanogen  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04976314364643e-06,0.0,0.0,6.09952628729286e-07,0.0,1.3638955408933749e-06
unidentified    ,0.0,0.0,0.0,0.0,0.0,0.005161872347525056,0.005694443870833834,0.005216898287612955,0.005724405420624349,0.005104146784274703,0.0,0.00538035334217418,0.0,0.0003032186733162813
unidentified rumen bacterium,0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,0.0,4.574644715469645e-06,4.566788056314974e-06,0.0,2.4376438439057557e-06,0.0,2.3105896181264415e-06
unknown,0.0,0.0,0.0,0.0,0.0,0.41498223010799457,0.4141671166063744,0.41391355862215673,0.41490908020532563,0.41369252535656303,0.0,0.4143329021796829,0.0,0.0005845990563762697
